,IP_B,confidence,IP_A
"('11874_40',)","('192.168.220.47',)",0.345679012345679,"('11874_40',)"
"('10231_2',)","('192.168.220.51',)",0.5308641975308642,"('10231_2',)"
"('12102_102',)","('192.168.220.47',)",0.2962962962962963,"('12102_102',)"
"('13120_61',)","('192.168.220.51',)",1.0,"('13120_61',)"
"('13650_64',)","('192.168.220.51',)",1.0,"('13650_64',)"
"('11070_193',)","('192.168.220.47',)",1.0,"('11070_193',)"
"('10297_175',)","('192.168.220.51',)",0.8536585365853658,"('10297_175',)"
"('11997_24',)","('192.168.220.47',)",0.7804878048780488,"('11997_24',)"
"('10124_52',)","('192.168.220.51',)",0.45121951219512196,"('10124_52',)"
"('12488_249',)","('192.168.210.53',)",1.0,"('12488_249',)"
"('13072_133',)","('192.168.210.45',)",0.5853658536585366,"('13072_133',)"
"('11007_80',)","('192.168.210.48',)",0.3902439024390244,"('11007_80',)"
"('10000_35',)","('192.168.220.47',)",0.4878048780487805,"('10000_35',)"
"('10105_217',)","('192.168.220.51',)",0.8780487804878049,"('10105_217',)"
"('10012_104',)","('192.168.220.48',)",0.4146341463414634,"('10012_104',)"
"('14206_134',)","('192.168.220.51',)",1.0,"('14206_134',)"
"('10045_184',)","('192.168.220.51',)",1.0,"('10045_184',)"
"('14308_197',)","('192.168.220.51',)",1.0,"('14308_197',)"
"('10012_227',)","('192.168.220.49',)",1.0,"('10012_227',)"
"('10708_91',)","('192.168.210.45',)",1.0,"('10708_91',)"
"('11048_77',)","('192.168.210.56',)",1.0,"('11048_77',)"
"('11425_172',)","('192.168.210.57',)",0.7349397590361446,"('11425_172',)"
"('10823_249',)","('192.168.220.51',)",0.4578313253012048,"('10823_249',)"
"('12196_194',)","('192.168.220.47',)",0.3614457831325301,"('12196_194',)"
"('12284_198',)","('192.168.220.47',)",0.3373493975903614,"('12284_198',)"
"('12319_26',)","('192.168.220.47',)",0.8072289156626506,"('12319_26',)"
"('10824_64',)","('192.168.220.51',)",0.8674698795180723,"('10824_64',)"
"('11871_138',)","('192.168.220.51',)",0.8554216867469879,"('11871_138',)"
"('12984_3',)","('192.168.220.45',)",0.8554216867469879,"('12984_3',)"
"('13568_153',)","('192.168.220.51',)",0.8313253012048193,"('13568_153',)"
"('10088_165',)","('192.168.210.48',)",0.8674698795180723,"('10088_165',)"
"('14404_144',)","('192.168.220.48',)",1.0,"('14404_144',)"
"('10045_167',)","('192.168.220.47',)",0.6666666666666666,"('10045_167',)"
"('10393_165',)","('192.168.210.53',)",0.35714285714285715,"('10393_165',)"
"('10972_33',)","('192.168.210.47',)",0.34523809523809523,"('10972_33',)"
"('11266_149',)","('192.168.210.47',)",0.47619047619047616,"('11266_149',)"
"('11530_199',)","('192.168.210.45',)",0.3333333333333333,"('11530_199',)"
"('10045_120',)","('192.168.220.47',)",0.7380952380952381,"('10045_120',)"
"('12252_11',)","('192.168.220.47',)",0.5119047619047619,"('12252_11',)"
"('10343_84',)","('192.168.210.53',)",1.0,"('10343_84',)"
"('12557_223',)","('192.168.220.47',)",0.38095238095238093,"('12557_223',)"
"('12830_140',)","('192.168.220.47',)",1.0,"('12830_140',)"
"('12896_57',)","('192.168.220.50',)",0.7380952380952381,"('12896_57',)"
"('13023_227',)","('192.168.220.50',)",1.0,"('13023_227',)"
"('13180_38',)","('192.168.210.49',)",1.0,"('13180_38',)"
"('13410_59',)","('192.168.220.49',)",1.0,"('13410_59',)"
"('13482_155',)","('192.168.220.51',)",0.6428571428571429,"('13482_155',)"
"('11478_72',)","('192.168.210.46',)",1.0,"('11478_72',)"
"('13528_66',)","('192.168.220.48',)",1.0,"('13528_66',)"
"('13642_66',)","('192.168.220.51',)",1.0,"('13642_66',)"
"('10008_80',)","('192.168.210.54',)",1.0,"('10008_80',)"
"('14111_32',)","('192.168.210.54',)",1.0,"('14111_32',)"
"('14319_134',)","('192.168.220.51',)",1.0,"('14319_134',)"
"('10718_252',)","('192.168.210.54',)",1.0,"('10718_252',)"
"('13371_74',)","('192.168.220.49',)",1.0,"('13371_74',)"
"('11576_157',)","('192.168.220.50',)",1.0,"('11576_157',)"
"('14150_45',)","('192.168.220.51',)",1.0,"('14150_45',)"
"('10393_180',)","('192.168.220.50',)",0.4883720930232558,"('10393_180',)"
"('10980_206',)","('192.168.210.47',)",0.27906976744186046,"('10980_206',)"
"('11099_123',)","('192.168.220.47',)",0.3488372093023256,"('11099_123',)"
"('10124_22',)","('192.168.220.51',)",0.45348837209302323,"('10124_22',)"
"('11923_28',)","('192.168.220.48',)",1.0,"('11923_28',)"
"('12636_28',)","('192.168.220.48',)",0.8837209302325582,"('12636_28',)"
"('12990_51',)","('192.168.220.42',)",0.3372093023255814,"('12990_51',)"
"('14201_118',)","('192.168.220.51',)",1.0,"('14201_118',)"
"('14276_96',)","('192.168.220.51',)",0.8837209302325582,"('14276_96',)"
"('11922_90',)","('192.168.220.51',)",1.0,"('11922_90',)"
"('10266_161',)","('192.168.220.46',)",0.6091954022988506,"('10266_161',)"
"('10371_36',)","('192.168.220.51',)",0.39080459770114945,"('10371_36',)"
"('12275_14',)","('192.168.220.47',)",0.367816091954023,"('12275_14',)"
"('14386_200',)","('192.168.220.48',)",1.0,"('14386_200',)"
"('10708_100',)","('192.168.220.51',)",0.9545454545454546,"('10708_100',)"
"('10718_204',)","('192.168.210.56',)",0.8181818181818182,"('10718_204',)"
"('10371_42',)","('192.168.220.45',)",0.7045454545454546,"('10371_42',)"
"('11771_72',)","('192.168.220.51',)",0.7272727272727273,"('11771_72',)"
"('10343_185',)","('192.168.210.55',)",1.0,"('10343_185',)"
"('12124_240',)","('192.168.220.51',)",0.42045454545454547,"('12124_240',)"
"('10088_28',)","('192.168.210.52',)",0.38636363636363635,"('10088_28',)"
"('12307_189',)","('192.168.220.51',)",0.42045454545454547,"('12307_189',)"
"('12363_111',)","('192.168.220.51',)",0.5681818181818182,"('12363_111',)"
"('12496_76',)","('192.168.220.47',)",1.0,"('12496_76',)"
"('11867_170',)","('192.168.220.47',)",0.8181818181818182,"('11867_170',)"
"('10491_96',)","('192.168.220.51',)",0.36363636363636365,"('10491_96',)"
"('12815_2',)","('192.168.220.47',)",0.42045454545454547,"('12815_2',)"
"('10708_188',)","('192.168.220.47',)",1.0,"('10708_188',)"
"('10343_76',)","('192.168.220.43',)",1.0,"('10343_76',)"
"('12949_198',)","('192.168.210.47',)",0.36363636363636365,"('12949_198',)"
"('10760_22',)","('192.168.220.51',)",1.0,"('10760_22',)"
"('13573_212',)","('192.168.220.47',)",0.8863636363636364,"('13573_212',)"
"('13586_73',)","('192.168.220.47',)",0.8295454545454546,"('13586_73',)"
"('13614_137',)","('192.168.220.51',)",1.0,"('13614_137',)"
"('10351_121',)","('192.168.210.47',)",1.0,"('10351_121',)"
"('13951_55',)","('192.168.220.51',)",0.8636363636363636,"('13951_55',)"
"('14033_76',)","('192.168.220.47',)",0.8181818181818182,"('14033_76',)"
"('11278_108',)","('192.168.220.49',)",1.0,"('11278_108',)"
"('10789_180',)","('192.168.220.45',)",1.0,"('10789_180',)"
"('13056_109',)","('192.168.210.56',)",1.0,"('13056_109',)"
"('11167_148',)","('192.168.220.48',)",1.0,"('11167_148',)"
"('10633_144',)","('192.168.220.50',)",0.3146067415730337,"('10633_144',)"
"('11062_42',)","('192.168.210.49',)",0.29213483146067415,"('11062_42',)"
"('11790_243',)","('192.168.220.47',)",0.6292134831460674,"('11790_243',)"
"('11799_8',)","('192.168.220.47',)",0.47191011235955055,"('11799_8',)"
"('10582_109',)","('192.168.220.48',)",0.6741573033707865,"('10582_109',)"
"('11960_114',)","('192.168.220.51',)",1.0,"('11960_114',)"
"('12093_170',)","('192.168.220.42',)",0.47191011235955055,"('12093_170',)"
"('12139_12',)","('192.168.220.51',)",0.6292134831460674,"('12139_12',)"
"('13183_225',)","('192.168.210.49',)",0.9213483146067416,"('13183_225',)"
"('10602_126',)","('192.168.220.51',)",0.651685393258427,"('10602_126',)"
"('11655_159',)","('192.168.220.45',)",1.0,"('11655_159',)"
"('13978_100',)","('192.168.210.53',)",1.0,"('13978_100',)"
"('14397_183',)","('192.168.220.47',)",1.0,"('14397_183',)"
"('14403_134',)","('192.168.220.48',)",1.0,"('14403_134',)"
"('10050_24',)","('192.168.220.47',)",0.3,"('10050_24',)"
"('10547_35',)","('192.168.210.57',)",0.7333333333333333,"('10547_35',)"
"('10846_46',)","('192.168.220.51',)",0.6,"('10846_46',)"
"('10088_111',)","('192.168.220.47',)",0.8,"('10088_111',)"
"('10371_32',)","('192.168.220.51',)",0.4222222222222222,"('10371_32',)"
"('12022_13',)","('192.168.220.47',)",0.9333333333333333,"('12022_13',)"
"('10416_20',)","('192.168.220.51',)",0.8888888888888888,"('10416_20',)"
"('10003_65',)","('192.168.220.51',)",1.0,"('10003_65',)"
"('14077_128',)","('192.168.210.57',)",1.0,"('14077_128',)"
"('11961_45',)","('192.168.220.51',)",1.0,"('11961_45',)"
"('13335_86',)","('192.168.220.47',)",1.0,"('13335_86',)"
"('13458_39',)","('192.168.220.50',)",0.7802197802197802,"('13458_39',)"
"('13698_247',)","('192.168.220.48',)",1.0,"('13698_247',)"
"('14180_39',)","('192.168.220.51',)",1.0,"('14180_39',)"
"('14442_154',)","('192.168.220.45',)",0.3076923076923077,"('14442_154',)"
"('14575_146',)","('192.168.220.51',)",1.0,"('14575_146',)"
"('10114_208',)","('192.168.210.56',)",0.391304347826087,"('10114_208',)"
"('10124_57',)","('192.168.220.51',)",0.30434782608695654,"('10124_57',)"
"('10623_210',)","('192.168.220.47',)",0.8043478260869565,"('10623_210',)"
"('11278_140',)","('192.168.220.50',)",1.0,"('11278_140',)"
"('10789_164',)","('192.168.220.51',)",0.8260869565217391,"('10789_164',)"
"('10343_236',)","('192.168.210.53',)",0.8043478260869565,"('10343_236',)"
"('11796_148',)","('192.168.220.47',)",0.5217391304347826,"('11796_148',)"
"('10416_116',)","('192.168.220.46',)",1.0,"('10416_116',)"
"('12532_142',)","('192.168.220.47',)",0.5217391304347826,"('12532_142',)"
"('13187_197',)","('192.168.210.49',)",1.0,"('13187_197',)"
"('13523_24',)","('192.168.220.47',)",0.2608695652173913,"('13523_24',)"
"('12892_100',)","('192.168.210.46',)",1.0,"('12892_100',)"
"('12505_241',)","('192.168.220.51',)",1.0,"('12505_241',)"
"('10244_173',)","('192.168.220.51',)",1.0,"('10244_173',)"
"('10088_54',)","('192.168.220.47',)",1.0,"('10088_54',)"
"('10544_184',)","('192.168.220.47',)",0.5161290322580645,"('10544_184',)"
"('11835_109',)","('192.168.220.47',)",0.6559139784946236,"('11835_109',)"
"('12409_117',)","('192.168.220.47',)",0.46236559139784944,"('12409_117',)"
"('12927_2',)","('192.168.210.57',)",0.4731182795698925,"('12927_2',)"
"('13646_83',)","('192.168.220.51',)",1.0,"('13646_83',)"
"('10715_59',)","('192.168.220.49',)",0.2765957446808511,"('10715_59',)"
"('10976_81',)","('192.168.220.47',)",0.6595744680851063,"('10976_81',)"
"('10124_47',)","('192.168.220.51',)",0.4787234042553192,"('10124_47',)"
"('11937_135',)","('192.168.220.42',)",0.6170212765957447,"('11937_135',)"
"('10718_212',)","('192.168.220.50',)",0.8936170212765957,"('10718_212',)"
"('13589_238',)","('192.168.220.50',)",0.7659574468085106,"('13589_238',)"
"('14030_132',)","('192.168.220.51',)",1.0,"('14030_132',)"
"('14343_181',)","('192.168.210.45',)",1.0,"('14343_181',)"
"('10343_116',)","('192.168.220.45',)",1.0,"('10343_116',)"
"('12183_215',)","('192.168.210.50',)",0.28421052631578947,"('12183_215',)"
"('10088_109',)","('192.168.210.57',)",0.4421052631578947,"('10088_109',)"
"('13092_247',)","('192.168.220.51',)",0.8210526315789474,"('13092_247',)"
"('13179_15',)","('192.168.210.49',)",1.0,"('13179_15',)"
"('13053_117',)","('192.168.210.56',)",1.0,"('13053_117',)"
"('10172_87',)","('192.168.220.47',)",0.28125,"('10172_87',)"
"('10363_159',)","('192.168.220.47',)",0.3958333333333333,"('10363_159',)"
"('10860_48',)","('192.168.220.51',)",0.625,"('10860_48',)"
"('10877_255',)","('192.168.220.51',)",0.5416666666666666,"('10877_255',)"
"('10801_12',)","('192.168.220.51',)",0.3541666666666667,"('10801_12',)"
"('10310_43',)","('192.168.220.45',)",1.0,"('10310_43',)"
"('11729_11',)","('192.168.210.55',)",1.0,"('11729_11',)"
"('11978_122',)","('192.168.220.47',)",0.375,"('11978_122',)"
"('12299_24',)","('192.168.210.45',)",0.3125,"('12299_24',)"
"('10708_132',)","('192.168.220.51',)",1.0,"('10708_132',)"
"('12825_75',)","('192.168.220.47',)",1.0,"('12825_75',)"
"('13130_38',)","('192.168.220.51',)",1.0,"('13130_38',)"
"('13559_224',)","('192.168.220.47',)",0.5,"('13559_224',)"
"('13862_58',)","('192.168.220.43',)",1.0,"('13862_58',)"
"('10088_251',)","('192.168.210.47',)",1.0,"('10088_251',)"
"('13028_129',)","('192.168.210.54',)",1.0,"('13028_129',)"
"('14371_202',)","('192.168.210.55',)",1.0,"('14371_202',)"
"('14461_162',)","('192.168.220.51',)",1.0,"('14461_162',)"
"('11278_68',)","('192.168.220.47',)",1.0,"('11278_68',)"
"('14525_191',)","('192.168.220.47',)",1.0,"('14525_191',)"
"('13146_102',)","('192.168.220.51',)",1.0,"('13146_102',)"
"('11167_76',)","('192.168.220.47',)",1.0,"('11167_76',)"
"('10132_76',)","('192.168.210.54',)",0.29896907216494845,"('10132_76',)"
"('11020_245',)","('192.168.220.47',)",0.32989690721649484,"('11020_245',)"
"('11468_39',)","('192.168.220.50',)",0.31958762886597936,"('11468_39',)"
"('11795_231',)","('192.168.220.47',)",0.4020618556701031,"('11795_231',)"
"('11413_65',)","('192.168.220.46',)",1.0,"('11413_65',)"
"('10023_204',)","('192.168.220.42',)",0.7959183673469388,"('10023_204',)"
"('10631_38',)","('192.168.220.47',)",0.7959183673469388,"('10631_38',)"
"('10900_229',)","('192.168.220.47',)",0.32653061224489793,"('10900_229',)"
"('10489_45',)","('192.168.220.51',)",0.9591836734693877,"('10489_45',)"
"('11587_154',)","('192.168.220.51',)",0.5102040816326531,"('11587_154',)"
"('11628_62',)","('192.168.210.54',)",0.25510204081632654,"('11628_62',)"
"('11632_55',)","('192.168.210.54',)",0.25510204081632654,"('11632_55',)"
"('10231_48',)","('192.168.220.51',)",0.673469387755102,"('10231_48',)"
"('12431_84',)","('192.168.220.50',)",0.336734693877551,"('12431_84',)"
"('12561_88',)","('192.168.220.47',)",0.24489795918367346,"('12561_88',)"
"('12821_148',)","('192.168.220.47',)",0.32653061224489793,"('12821_148',)"
"('13086_231',)","('192.168.220.45',)",1.0,"('13086_231',)"
"('10351_141',)","('192.168.220.51',)",1.0,"('10351_141',)"
"('13798_26',)","('192.168.220.42',)",1.0,"('13798_26',)"
"('12741_69',)","('192.168.220.48',)",1.0,"('12741_69',)"
"('13932_238',)","('192.168.210.47',)",0.8163265306122449,"('13932_238',)"
"('14207_180',)","('192.168.220.51',)",1.0,"('14207_180',)"
"('10553_234',)","('192.168.220.47',)",0.8585858585858586,"('10553_234',)"
"('10913_242',)","('192.168.220.47',)",1.0,"('10913_242',)"
"('10895_203',)","('192.168.220.46',)",0.24242424242424243,"('10895_203',)"
"('12832_82',)","('192.168.210.47',)",1.0,"('12832_82',)"
"('10192_130',)","('192.168.220.51',)",0.3,"('10192_130',)"
"('11613_116',)","('192.168.210.54',)",0.68,"('11613_116',)"
"('10588_32',)","('192.168.220.50',)",0.42,"('10588_32',)"
"('10718_92',)","('192.168.220.51',)",1.0,"('10718_92',)"
"('10392_75',)","('192.168.210.49',)",0.96,"('10392_75',)"
"('12661_217',)","('192.168.220.51',)",1.0,"('12661_217',)"
"('13214_199',)","('192.168.220.46',)",1.0,"('13214_199',)"
"('13261_1',)","('192.168.210.57',)",0.8,"('13261_1',)"
"('13396_245',)","('192.168.220.51',)",1.0,"('13396_245',)"
"('13577_81',)","('192.168.220.47',)",0.45,"('13577_81',)"
"('10708_28',)","('192.168.220.47',)",1.0,"('10708_28',)"
"('10147_20',)","('192.168.220.50',)",0.5346534653465347,"('10147_20',)"
"('13221_15',)","('192.168.220.46',)",1.0,"('13221_15',)"
"('13806_41',)","('192.168.210.53',)",1.0,"('13806_41',)"
"('14342_225',)","('192.168.210.50',)",1.0,"('14342_225',)"
"('11121_177',)","('192.168.210.55',)",1.0,"('11121_177',)"
"('10244_197',)","('192.168.220.51',)",1.0,"('10244_197',)"
"('11989_244',)","('192.168.220.45',)",0.5686274509803921,"('11989_244',)"
"('12082_254',)","('192.168.220.47',)",1.0,"('12082_254',)"
"('12490_16',)","('192.168.210.53',)",0.803921568627451,"('12490_16',)"
"('13780_18',)","('192.168.220.42',)",0.5098039215686274,"('13780_18',)"
"('14560_93',)","('192.168.220.51',)",1.0,"('14560_93',)"
"('10617_94',)","('192.168.220.47',)",0.4563106796116505,"('10617_94',)"
"('11513_245',)","('192.168.220.47',)",1.0,"('11513_245',)"
"('11613_113',)","('192.168.210.54',)",0.6601941747572816,"('11613_113',)"
"('12007_158',)","('192.168.220.51',)",0.6601941747572816,"('12007_158',)"
"('13315_184',)","('192.168.210.47',)",0.8446601941747572,"('13315_184',)"
"('10501_72',)","('192.168.220.43',)",1.0,"('10501_72',)"
"('10742_7',)","('192.168.220.49',)",0.46153846153846156,"('10742_7',)"
"('10046_146',)","('192.168.210.53',)",1.0,"('10046_146',)"
"('12853_98',)","('192.168.220.51',)",0.5769230769230769,"('12853_98',)"
"('10694_36',)","('192.168.220.50',)",0.9230769230769231,"('10694_36',)"
"('13083_23',)","('192.168.220.45',)",0.8653846153846154,"('13083_23',)"
"('10272_21',)","('192.168.220.51',)",0.9615384615384616,"('10272_21',)"
"('13345_53',)","('192.168.220.51',)",1.0,"('13345_53',)"
"('13591_15',)","('192.168.220.51',)",1.0,"('13591_15',)"
"('13592_16',)","('192.168.210.52',)",1.0,"('13592_16',)"
"('14549_116',)","('192.168.210.56',)",1.0,"('14549_116',)"
"('11549_188',)","('192.168.210.56',)",0.3047619047619048,"('11549_188',)"
"('10718_12',)","('192.168.220.51',)",0.8380952380952381,"('10718_12',)"
"('10016_134',)","('192.168.220.51',)",1.0,"('10016_134',)"
"('12298_112',)","('192.168.220.47',)",0.6,"('12298_112',)"
"('10013_242',)","('192.168.210.49',)",0.29523809523809524,"('10013_242',)"
"('14379_160',)","('192.168.220.47',)",1.0,"('14379_160',)"
"('10124_59',)","('192.168.210.47',)",0.5660377358490566,"('10124_59',)"
"('13165_56',)","('192.168.220.51',)",0.2641509433962264,"('13165_56',)"
"('13282_168',)","('192.168.220.50',)",0.6037735849056604,"('13282_168',)"
"('11344_63',)","('192.168.220.42',)",0.4339622641509434,"('11344_63',)"
"('10244_154',)","('192.168.220.48',)",1.0,"('10244_154',)"
"('10182_239',)","('192.168.220.51',)",0.308411214953271,"('10182_239',)"
"('10440_56',)","('192.168.220.47',)",0.37383177570093457,"('10440_56',)"
"('10471_219',)","('192.168.210.47',)",1.0,"('10471_219',)"
"('10691_154',)","('192.168.220.47',)",1.0,"('10691_154',)"
"('10765_170',)","('192.168.220.47',)",0.32407407407407407,"('10765_170',)"
"('11445_25',)","('192.168.220.51',)",0.3333333333333333,"('11445_25',)"
"('11792_221',)","('192.168.210.56',)",0.24074074074074073,"('11792_221',)"
"('12429_21',)","('192.168.210.53',)",1.0,"('12429_21',)"
"('12486_30',)","('192.168.210.53',)",1.0,"('12486_30',)"
"('10088_29',)","('192.168.220.50',)",0.6481481481481481,"('10088_29',)"
"('13150_140',)","('192.168.220.45',)",1.0,"('13150_140',)"
"('10567_88',)","('192.168.220.51',)",1.0,"('10567_88',)"
"('13400_89',)","('192.168.220.47',)",1.0,"('13400_89',)"
"('13303_79',)","('192.168.220.42',)",1.0,"('13303_79',)"
"('10272_89',)","('192.168.220.48',)",1.0,"('10272_89',)"
"('14085_44',)","('192.168.210.47',)",1.0,"('14085_44',)"
"('14178_102',)","('192.168.220.51',)",1.0,"('14178_102',)"
"('14214_97',)","('192.168.220.51',)",1.0,"('14214_97',)"
"('10694_76',)","('192.168.210.49',)",1.0,"('10694_76',)"
"('14434_151',)","('192.168.210.47',)",1.0,"('14434_151',)"
"('14467_208',)","('192.168.220.46',)",1.0,"('14467_208',)"
"('12874_236',)","('192.168.210.47',)",1.0,"('12874_236',)"
"('10123_67',)","('192.168.220.51',)",0.6330275229357798,"('10123_67',)"
"('14379_157',)","('192.168.220.47',)",1.0,"('14379_157',)"
"('10124_55',)","('192.168.220.47',)",0.6727272727272727,"('10124_55',)"
"('11911_88',)","('192.168.210.55',)",0.36363636363636365,"('11911_88',)"
"('12000_238',)","('192.168.220.47',)",1.0,"('12000_238',)"
"('12072_127',)","('192.168.220.47',)",0.5636363636363636,"('12072_127',)"
"('12106_44',)","('192.168.220.42',)",1.0,"('12106_44',)"
"('12380_125',)","('192.168.210.56',)",0.3090909090909091,"('12380_125',)"
"('12816_2',)","('192.168.220.47',)",0.5,"('12816_2',)"
"('14082_110',)","('192.168.210.57',)",1.0,"('14082_110',)"
"('10014_233',)","('192.168.210.26',)",0.2072072072072072,"('10014_233',)"
"('11972_100',)","('192.168.220.47',)",0.36936936936936937,"('11972_100',)"
"('10586_36',)","('192.168.210.54',)",0.8392857142857143,"('10586_36',)"
"('12236_43',)","('192.168.210.55',)",0.2857142857142857,"('12236_43',)"
"('13178_118',)","('192.168.210.49',)",1.0,"('13178_118',)"
"('13645_245',)","('192.168.220.51',)",1.0,"('13645_245',)"
"('13668_80',)","('192.168.220.47',)",1.0,"('13668_80',)"
"('13952_244',)","('192.168.220.51',)",0.6607142857142857,"('13952_244',)"
"('12451_79',)","('192.168.220.47',)",0.9292035398230089,"('12451_79',)"
"('12992_94',)","('192.168.220.43',)",0.3185840707964602,"('12992_94',)"
"('10789_68',)","('192.168.210.54',)",1.0,"('10789_68',)"
"('13606_208',)","('192.168.220.42',)",1.0,"('13606_208',)"
"('11030_115',)","('192.168.220.45',)",0.24561403508771928,"('11030_115',)"
"('11727_54',)","('192.168.220.47',)",0.3684210526315789,"('11727_54',)"
"('11816_54',)","('192.168.220.51',)",0.7192982456140351,"('11816_54',)"
"('14391_31',)","('192.168.220.51',)",1.0,"('14391_31',)"
"('12187_131',)","('192.168.210.50',)",1.0,"('12187_131',)"
"('13200_149',)","('192.168.220.49',)",0.3217391304347826,"('13200_149',)"
"('11697_244',)","('192.168.220.51',)",0.9391304347826087,"('11697_244',)"
"('13853_127',)","('192.168.220.47',)",0.2782608695652174,"('13853_127',)"
"('10838_234',)","('192.168.220.51',)",0.7652173913043478,"('10838_234',)"
"('10456_23',)","('192.168.220.47',)",0.27586206896551724,"('10456_23',)"
"('11611_79',)","('192.168.220.51',)",0.9655172413793104,"('11611_79',)"
"('10026_104',)","('192.168.220.45',)",0.22413793103448276,"('10026_104',)"
"('10016_230',)","('192.168.220.51',)",1.0,"('10016_230',)"
"('10803_83',)","('192.168.220.49',)",0.2905982905982906,"('10803_83',)"
"('10310_67',)","('192.168.220.42',)",1.0,"('10310_67',)"
"('10057_233',)","('192.168.210.55',)",1.0,"('10057_233',)"
"('14558_12',)","('192.168.220.45',)",1.0,"('14558_12',)"
"('10356_254',)","('192.168.220.47',)",0.23728813559322035,"('10356_254',)"
"('10562_29',)","('192.168.220.47',)",0.711864406779661,"('10562_29',)"
"('11038_118',)","('192.168.220.42',)",1.0,"('11038_118',)"
"('10694_108',)","('192.168.220.47',)",0.9830508474576272,"('10694_108',)"
"('11712_37',)","('192.168.210.45',)",0.7288135593220338,"('11712_37',)"
"('13344_35',)","('192.168.220.51',)",1.0,"('13344_35',)"
"('14483_243',)","('192.168.210.56',)",1.0,"('14483_243',)"
"('10361_153',)","('192.168.210.47',)",0.7226890756302521,"('10361_153',)"
"('10984_75',)","('192.168.220.43',)",0.25210084033613445,"('10984_75',)"
"('10050_28',)","('192.168.220.50',)",0.2857142857142857,"('10050_28',)"
"('12313_195',)","('192.168.220.46',)",0.21008403361344538,"('12313_195',)"
"('10638_62',)","('192.168.220.47',)",0.23333333333333334,"('10638_62',)"
"('10124_21',)","('192.168.210.47',)",0.36666666666666664,"('10124_21',)"
"('10988_126',)","('192.168.220.51',)",0.21666666666666667,"('10988_126',)"
"('11912_89',)","('192.168.210.49',)",0.26666666666666666,"('11912_89',)"
"('12584_227',)","('192.168.220.51',)",1.0,"('12584_227',)"
"('13230_66',)","('192.168.210.48',)",1.0,"('13230_66',)"
"('13443_4',)","('192.168.220.51',)",1.0,"('13443_4',)"
"('10970_252',)","('192.168.210.55',)",1.0,"('10970_252',)"
"('13697_113',)","('192.168.210.48',)",1.0,"('13697_113',)"
"('14140_99',)","('192.168.220.43',)",0.9333333333333333,"('14140_99',)"
"('10708_204',)","('192.168.220.48',)",1.0,"('10708_204',)"
"('10823_230',)","('192.168.210.49',)",1.0,"('10823_230',)"
"('14437_153',)","('192.168.220.51',)",0.3305785123966942,"('14437_153',)"
"('10114_211',)","('192.168.220.51',)",0.5573770491803278,"('10114_211',)"
"('10694_100',)","('192.168.220.47',)",0.9016393442622951,"('10694_100',)"
"('11866_35',)","('192.168.220.51',)",0.3442622950819672,"('11866_35',)"
"('10791_148',)","('192.168.220.42',)",0.3114754098360656,"('10791_148',)"
"('12244_225',)","('192.168.210.47',)",0.819672131147541,"('12244_225',)"
"('12933_145',)","('192.168.220.42',)",1.0,"('12933_145',)"
"('13550_195',)","('192.168.220.51',)",1.0,"('13550_195',)"
"('10408_183',)","('192.168.220.49',)",0.3983739837398374,"('10408_183',)"
"('0.0.0.0',)","('255.255.255.255',)",1.0,"('0.0.0.0',)"
"('12142_142',)","('192.168.220.48',)",0.5772357723577236,"('12142_142',)"
"('10824_207',)","('192.168.210.45',)",1.0,"('10824_207',)"
"('13531_96',)","('192.168.220.48',)",1.0,"('13531_96',)"
"('13910_50',)","('192.168.220.47',)",1.0,"('13910_50',)"
"('10058_121',)","('192.168.220.43',)",1.0,"('10058_121',)"
"('10759_96',)","('192.168.220.46',)",1.0,"('10759_96',)"
"('10573_233',)","('192.168.220.51',)",0.5806451612903226,"('10573_233',)"
"('12329_36',)","('192.168.220.51',)",0.8064516129032258,"('12329_36',)"
"('13648_178',)","('192.168.220.51',)",1.0,"('13648_178',)"
"('13917_184',)","('192.168.220.50',)",1.0,"('13917_184',)"
"('14102_39',)","('192.168.210.46',)",0.967741935483871,"('14102_39',)"
"('11167_180',)","('192.168.220.45',)",1.0,"('11167_180',)"
"('13070_181',)","('192.168.220.47',)",0.368,"('13070_181',)"
"('10042_20',)","('192.168.220.50',)",0.8253968253968254,"('10042_20',)"
"('10030_137',)","('192.168.210.49',)",1.0,"('10030_137',)"
"('14594_192',)","('192.168.220.51',)",1.0,"('14594_192',)"
"('13002_34',)","('192.168.210.49',)",0.84251968503937,"('13002_34',)"
"('10009_3',)","('192.168.220.49',)",0.828125,"('10009_3',)"
"('10759_43',)","('192.168.220.47',)",1.0,"('10759_43',)"
"('11770_181',)","('192.168.220.51',)",0.734375,"('11770_181',)"
"('13085_24',)","('192.168.220.49',)",1.0,"('13085_24',)"
"('14154_89',)","('192.168.210.54',)",1.0,"('14154_89',)"
"('14155_88',)","('192.168.210.54',)",1.0,"('14155_88',)"
"('10708_220',)","('192.168.220.43',)",1.0,"('10708_220',)"
"('11237_57',)","('192.168.220.51',)",0.4418604651162791,"('11237_57',)"
"('11513_244',)","('192.168.220.47',)",1.0,"('11513_244',)"
"('11520_211',)","('192.168.220.47',)",0.2846153846153846,"('11520_211',)"
"('10491_97',)","('192.168.220.45',)",0.7076923076923077,"('10491_97',)"
"('11782_245',)","('192.168.220.51',)",0.6717557251908397,"('11782_245',)"
"('13972_11',)","('192.168.220.48',)",1.0,"('13972_11',)"
