,0
"('12893_235', '192.168.220.51')",156
"('10162_190',)",242
"('10162_190', '192.168.220.47')",190
"('12051_68',)",243
"('12116_204',)",243
"('12116_204', '192.168.220.42')",243
"('10399_237',)",244
"('10894_80',)",244
"('12133_197',)",244
"('11674_213',)",244
"('11674_213', '192.168.220.45')",160
"('12556_165',)",244
"('12669_235',)",244
"('12669_235', '192.168.220.48')",140
"('13606_206',)",244
"('13606_206', '192.168.220.42')",231
"('10866_237',)",245
"('10866_237', '192.168.220.51')",182
"('11356_160',)",245
"('11356_160', '192.168.220.51')",129
"('10189_200',)",245
"('10729_198',)",246
"('10952_79',)",246
"('10952_79', '192.168.220.51')",136
"('13885_210',)",246
"('10220_33',)",247
"('10620_118',)",247
"('11391_219',)",247
"('10030_168',)",247
"('10030_168', '192.168.220.42')",118
"('10050_12',)",247
"('13502_37',)",247
"('13502_37', '192.168.220.43')",247
"('10016_65',)",248
"('10571_82',)",248
"('10884_108',)",248
"('10983_195',)",248
"('11772_235',)",248
"('11772_235', '192.168.220.51')",198
"('10409_99',)",248
"('10409_99', '192.168.210.45')",120
"('10088_210',)",248
"('12407_27',)",248
"('12407_27', '192.168.220.43')",145
"('10028_206',)",248
"('10085_12',)",249
"('11109_178',)",249
"('10790_137',)",249
"('11620_144',)",249
"('13454_193',)",249
"('13454_193', '192.168.220.47')",235
"('10145_218',)",250
"('10145_220',)",250
"('10837_2',)",250
"('10026_106',)",250
"('10026_106', '192.168.220.42')",182
"('11091_142',)",250
"('11927_84',)",250
"('11927_84', '192.168.220.49')",250
"('10088_106',)",250
"('10088_106', '192.168.220.47')",156
"('10383_31',)",251
"('10697_224',)",251
"('12336_91',)",251
"('13379_49',)",251
"('13379_49', '192.168.220.48')",251
"('10045_70',)",251
"('10045_70', '192.168.210.47')",207
"('10635_238',)",252
"('10108_17',)",252
"('11423_66',)",252
"('10151_0',)",252
"('11566_138',)",252
"('11797_41',)",252
"('11432_112',)",252
"('12604_243',)",252
"('10600_238',)",253
"('10600_238', '192.168.220.47')",158
"('11598_243',)",253
"('11598_243', '192.168.210.55')",194
"('11480_253',)",254
"('10185_211',)",254
"('12374_173',)",254
"('12477_4',)",254
"('11682_186',)",255
"('10099_178',)",255
"('10099_178', '192.168.220.43')",208
"('10084_115',)",256
"('10088_84',)",256
"('10460_94',)",256
"('10460_94', '192.168.220.51')",164
"('10693_198',)",256
"('10693_198', '192.168.220.51')",128
"('10705_13',)",256
"('10268_6',)",256
"('12504_213',)",256
"('12973_5',)",256
"('12973_5', '192.168.220.42')",126
"('13409_202',)",256
"('13409_202', '192.168.220.47')",248
"('11624_83',)",257
"('11624_83', '192.168.220.51')",130
"('10146_183',)",257
"('10007_153',)",258
"('10434_31',)",258
"('10612_96',)",258
"('11026_229',)",258
"('12303_52',)",258
"('12303_52', '192.168.210.47')",141
"('12895_187',)",258
"('12895_187', '192.168.220.50')",162
"('10726_37',)",259
"('10768_202',)",259
"('10959_68',)",259
"('11525_132',)",259
"('11031_209',)",260
"('11031_209', '192.168.220.47')",130
"('10123_56',)",260
"('10123_56', '192.168.220.47')",126
"('10904_58',)",260
"('10419_29',)",261
"('10649_227',)",261
"('10649_227', '192.168.220.43')",120
"('11173_161',)",261
"('11508_185',)",261
"('11640_92',)",261
"('12495_244',)",261
"('12495_244', '192.168.210.45')",131
"('10078_115',)",261
"('10131_250',)",262
"('10131_250', '192.168.220.42')",131
"('10098_53',)",262
"('10098_53', '192.168.220.47')",126
"('11040_244',)",262
"('10114_100',)",262
"('10774_231',)",262
"('13155_70',)",262
"('13155_70', '192.168.220.51')",262
"('10824_84',)",263
"('11113_184',)",263
"('10078_110',)",263
"('11627_199',)",263
"('11254_173',)",263
"('11254_173', '192.168.220.51')",130
"('10242_79',)",264
"('11158_13',)",264
"('11543_71',)",264
"('10138_76',)",264
"('10138_76', '192.168.220.51')",234
"('10012_72',)",264
"('12132_28',)",264
"('11832_53',)",264
"('11832_53', '192.168.220.48')",132
"('10003_235',)",265
"('10003_235', '192.168.210.54')",214
"('13169_205',)",265
"('10166_19',)",266
"('10166_19', '192.168.220.47')",120
"('10754_126',)",266
"('11535_240',)",266
"('10995_230',)",267
"('10995_230', '192.168.210.50')",219
"('10151_4',)",267
"('12013_221',)",267
"('10088_156',)",267
"('10088_156', '192.168.210.53')",216
"('10154_212',)",267
"('10154_212', '192.168.220.51')",249
"('10712_186',)",268
"('11376_139',)",268
"('11376_139', '192.168.220.47')",136
"('10045_26',)",268
"('10244_145',)",268
"('10244_145', '192.168.210.53')",268
"('10872_69',)",268
"('12929_143',)",268
"('12929_143', '192.168.220.45')",141
"('13607_234',)",268
"('13607_234', '192.168.220.45')",268
"('13831_172',)",268
"('13831_172', '192.168.220.48')",268
"('10012_18',)",268
"('10145_211',)",269
"('10012_74',)",269
"('10902_212',)",269
"('11878_225',)",269
"('12032_128',)",269
"('10104_80',)",269
"('10104_80', '192.168.220.51')",250
"('10123_36',)",270
"('10535_84',)",270
"('10045_85',)",270
"('10407_149',)",270
"('10407_149', '192.168.220.47')",162
"('11740_147',)",270
"('11740_147', '192.168.220.51')",123
"('13289_14',)",270
"('13289_14', '192.168.220.51')",266
"('14192_159',)",270
"('14192_159', '192.168.220.51')",270
"('10758_192',)",271
"('10892_49',)",271
"('11008_227',)",271
"('11260_233',)",271
"('11505_69',)",271
"('11597_30',)",271
"('10045_250',)",271
"('10045_250', '192.168.220.47')",140
"('11452_10',)",273
"('11643_57',)",273
"('11662_84',)",273
"('11662_84', '192.168.220.51')",273
"('10593_206',)",274
"('10593_206', '192.168.220.47')",130
"('10639_139',)",274
"('10639_139', '192.168.220.47')",146
"('10810_15',)",274
"('10602_30',)",274
"('11516_19',)",274
"('11516_19', '192.168.220.47')",152
"('11338_27',)",274
"('11338_27', '192.168.220.49')",126
"('10887_1',)",274
"('11921_7',)",274
"('12550_162',)",274
"('10127_72',)",274
"('10127_72', '192.168.220.48')",184
"('10005_252',)",275
"('10400_246',)",275
"('11702_147',)",275
"('12381_32',)",275
"('10088_77',)",276
"('10088_77', '192.168.220.45')",140
"('10234_155',)",276
"('12230_211',)",276
"('12230_211', '192.168.220.51')",276
"('12887_168',)",276
"('10815_90',)",276
"('10815_90', '192.168.220.42')",258
"('10993_74',)",277
"('10993_74', '192.168.220.47')",134
"('10355_220',)",278
"('10058_181',)",278
"('11325_242',)",278
"('11808_161',)",278
"('11808_161', '192.168.220.51')",278
"('11814_18',)",278
"('11814_18', '192.168.220.51')",258
"('10177_141',)",279
"('10928_60',)",279
"('10195_155',)",280
"('10486_43',)",280
"('10000_40',)",280
"('10576_26',)",280
"('11511_253',)",280
"('11949_120',)",280
"('12065_170',)",280
"('12065_170', '192.168.210.47')",124
"('10023_68',)",280
"('12229_233',)",280
"('12229_233', '192.168.220.47')",140
"('10030_147',)",280
"('10030_147', '192.168.210.48')",234
"('11715_45',)",280
"('11715_45', '192.168.220.45')",148
"('10246_75',)",281
"('10547_32',)",281
"('10547_32', '192.168.220.47')",129
"('10097_71',)",281
"('10774_103',)",281
"('12161_252', '192.168.220.47')",123
"('12161_252', '192.168.210.53')",158
"('10016_197',)",281
"('10016_197', '192.168.210.52')",195
"('10045_66',)",282
"('11587_155',)",282
"('11858_191',)",282
"('11858_191', '192.168.220.51')",195
"('10740_124',)",283
"('10177_140',)",283
"('10008_25',)",283
"('10008_25', '192.168.220.47')",156
"('10662_40',)",284
"('10835_56',)",284
"('10975_217',)",284
"('10975_217', '192.168.220.47')",226
"('11881_46',)",284
"('13114_82',)",284
"('13114_82', '192.168.210.45')",230
"('10068_243',)",285
"('11654_64',)",285
"('11654_64', '192.168.220.47')",120
"('10288_211',)",285
"('10288_211', '192.168.220.51')",285
"('10977_222',)",286
"('11432_113',)",286
"('11463_157',)",286
"('11463_157', '192.168.220.51')",130
"('10373_19',)",287
"('10444_192',)",287
"('10444_192', '192.168.220.47')",145
"('10057_108',)",287
"('10057_108', '192.168.220.51')",136
"('11625_163',)",287
"('10399_110',)",287
"('13114_100',)",287
"('10578_54',)",288
"('10453_201',)",288
"('11877_130',)",288
"('10600_26',)",288
"('10058_130',)",288
"('10058_130', '192.168.210.47')",288
"('10753_165',)",289
"('13046_134',)",289
"('13046_134', '192.168.220.46')",289
"('13307_252',)",289
"('13307_252', '192.168.220.47')",289
"('10078_111',)",290
"('10078_111', '192.168.220.47')",209
"('11567_117',)",290
"('10513_80',)",290
"('10513_80', '192.168.220.45')",122
"('11534_203',)",290
"('11815_50',)",290
"('10833_2',)",291
"('10522_71',)",291
"('10997_39',)",291
"('12500_78',)",291
"('12500_78', '192.168.220.51')",162
"('10156_39',)",292
"('10156_39', '192.168.220.47')",162
"('10817_68',)",292
"('11202_193',)",292
"('12039_129',)",292
"('11586_164', '192.168.220.48')",130
"('11586_164', '192.168.220.51')",162
"('13064_98',)",292
"('12674_71',)",293
"('12674_71', '192.168.220.48')",293
"('12192_169',)",294
"('12440_232',)",294
"('13016_166',)",294
"('13016_166', '192.168.220.50')",294
"('10105_203',)",295
"('10105_203', '192.168.220.47')",295
"('11357_212',)",295
"('11357_212', '192.168.220.51')",231
"('10054_151',)",295
"('10054_151', '192.168.210.57')",295
"('10077_167',)",296
"('10910_191',)",296
"('10910_191', '192.168.220.51')",118
"('11129_128',)",296
"('11129_128', '192.168.220.51')",138
"('10759_249',)",296
"('10045_105',)",296
"('10045_105', '192.168.220.51')",154
"('10568_155',)",297
"('10003_89',)",297
"('11861_165',)",297
"('11861_165', '192.168.220.47')",245
"('12246_8',)",297
"('12246_8', '192.168.220.42')",291
"('11028_202',)",298
"('11407_162',)",298
"('10250_21',)",298
"('10250_21', '192.168.220.50')",142
"('10057_156',)",298
"('11577_203',)",299
"('10045_223',)",300
"('10057_64',)",300
"('10057_64', '192.168.220.47')",300
"('10045_189',)",300
"('11200_253',)",300
"('10166_97',)",300
"('10166_97', '192.168.220.47')",162
"('11664_159',)",300
"('11664_159', '192.168.220.51')",119
"('11495_113',)",300
"('10484_82',)",300
"('11930_169',)",300
"('11930_169', '192.168.220.47')",126
"('13604_16', '192.168.220.47')",140
"('13604_16', '192.168.210.52')",160
"('10224_217',)",301
"('10580_66',)",301
"('10580_66', '192.168.220.47')",131
"('11179_139',)",301
"('11429_64',)",301
"('11429_64', '192.168.220.51')",133
"('10028_202',)",301
"('10028_202', '192.168.220.48')",158
"('11863_173',)",301
"('10331_203',)",302
"('10842_37',)",302
"('10842_37', '192.168.220.47')",136
"('10993_66',)",302
"('10993_66', '192.168.220.47')",198
"('10773_237',)",302
"('10773_237', '192.168.220.42')",131
"('10810_10',)",302
"('10023_249',)",302
"('11974_231',)",302
"('11974_231', '192.168.220.47')",118
"('11335_95',)",302
"('11084_93',)",302
"('11084_93', '192.168.220.49')",302
"('10151_16',)",303
"('10584_60',)",303
"('11366_98',)",303
"('10248_2',)",303
"('10151_20',)",303
"('11916_126',)",303
"('12166_169',)",303
"('12166_169', '192.168.220.51')",303
"('10246_21',)",304
"('10088_119',)",304
"('10692_193',)",304
"('10416_124',)",304
"('12228_97',)",304
"('12589_20',)",304
"('12589_20', '192.168.220.48')",197
"('10760_15',)",304
"('10760_15', '192.168.210.45')",284
"('11246_208',)",305
"('10030_170',)",305
"('11979_92',)",305
"('10045_68', '192.168.210.55')",132
"('10045_68', '192.168.210.56')",132
"('10526_82',)",306
"('12055_225',)",306
"('12055_225', '192.168.210.56')",306
"('10185_209',)",306
"('12817_196',)",306
"('12817_196', '192.168.210.57')",306
"('13584_31',)",306
"('13584_31', '192.168.210.47')",198
"('10407_79',)",307
"('10407_79', '192.168.220.47')",126
"('10097_66',)",308
"('10045_60',)",308
"('11692_100',)",308
"('11692_100', '192.168.220.51')",152
"('12236_45',)",308
"('12236_45', '192.168.220.51')",308
"('11081_105',)",309
"('11081_105', '192.168.220.47')",190
"('10394_4',)",310
"('12494_177',)",310
"('12494_177', '192.168.210.45')",133
"('10050_16',)",311
"('10050_16', '192.168.220.51')",121
"('10605_249',)",311
"('10605_249', '192.168.220.47')",121
"('10108_9',)",311
"('10547_29',)",312
"('12772_167',)",312
"('12772_167', '192.168.220.45')",132
"('11457_239',)",313
"('10104_66',)",314
"('10045_111',)",314
"('10045_111', '192.168.210.52')",156
"('11465_39',)",314
"('11847_39',)",314
"('11847_39', '192.168.220.51')",138
"('11968_164',)",314
"('12099_168',)",314
"('11612_109',)",314
"('11612_109', '192.168.210.46')",236
"('10699_47',)",315
"('10449_210',)",316
"('11534_9',)",316
"('12746_165',)",316
"('12746_165', '192.168.220.51')",316
"('12150_84',)",317
"('12150_84', '192.168.220.47')",136
"('12204_154',)",317
"('10234_57',)",317
"('10234_57', '192.168.220.51')",210
"('12986_243',)",317
"('12986_243', '192.168.220.51')",317
"('11088_158',)",318
"('11448_132',)",318
"('11448_132', '192.168.220.51')",126
"('10754_207',)",318
"('10407_81',)",318
"('10407_81', '192.168.220.47')",250
"('11417_98',)",319
"('10161_158',)",320
"('10161_158', '192.168.220.47')",126
"('10045_134',)",320
"('10045_134', '192.168.210.57')",196
"('11152_164', '192.168.210.56')",156
"('11152_164', '192.168.220.51')",164
"('11188_24',)",320
"('11405_25',)",320
"('11462_178',)",320
"('11462_178', '192.168.220.50')",242
"('10003_193', '192.168.220.42')",148
"('10003_193', '192.168.210.55')",172
"('11327_51',)",322
"('11327_51', '192.168.220.51')",138
"('11730_33', '192.168.210.48')",132
"('11730_33', '192.168.210.46')",190
"('10841_228',)",323
"('10985_131',)",323
"('12239_152',)",323
"('12239_152', '192.168.220.42')",217
"('10203_55',)",323
"('10394_7',)",324
"('10747_99',)",324
"('10952_32',)",324
"('11801_4', '192.168.210.57')",156
"('11801_4', '192.168.220.47')",168
"('10470_68',)",324
"('10470_68', '192.168.210.45')",130
"('10246_9',)",325
"('10347_234',)",325
"('11372_120',)",325
"('10347_235',)",325
"('11005_49',)",325
"('11005_49', '192.168.220.51')",234
"('11546_90',)",326
"('11926_102',)",326
"('11926_102', '192.168.220.49')",326
"('11273_169',)",327
"('11606_240',)",327
"('10457_54',)",327
"('12241_130',)",327
"('10173_172',)",328
"('12076_163',)",328
"('12076_163', '192.168.220.47')",139
"('12092_179',)",328
"('12092_179', '192.168.220.42')",150
"('12943_95',)",328
"('12943_95', '192.168.220.51')",293
"('13336_58',)",328
"('13336_58', '192.168.220.47')",328
"('11218_158',)",329
"('10526_83',)",330
"('11203_137',)",330
"('11515_17',)",330
"('11454_175',)",330
"('11454_175', '192.168.210.53')",166
"('10088_6',)",330
"('10045_95',)",330
"('10108_26',)",331
"('10621_95',)",333
"('10621_95', '192.168.220.50')",118
"('11827_248',)",333
"('13403_118', '192.168.220.51')",119
"('13403_118', '192.168.210.53')",124
"('10123_66',)",334
"('10123_66', '192.168.220.51')",152
"('10071_100',)",334
"('10085_181',)",335
"('12190_40',)",335
"('12190_40', '192.168.220.47')",118
"('10169_100',)",336
"('11373_14',)",336
"('10551_167', '192.168.210.45')",120
"('10551_167', '192.168.220.47')",157
"('10383_33',)",337
"('12064_83', '192.168.220.42')",129
"('12064_83', '192.168.210.52')",144
"('11211_38',)",338
"('10057_15',)",338
"('10057_15', '192.168.210.47')",168
"('10246_232',)",339
"('10282_54',)",340
"('10289_47',)",340
"('10289_47', '192.168.220.51')",234
"('10369_211',)",340
"('10369_211', '192.168.220.51')",138
"('11713_172',)",340
"('10021_188',)",340
"('10021_188', '192.168.220.51')",340
"('14174_65',)",340
"('14174_65', '192.168.220.51')",340
"('13385_183',)",342
"('13385_183', '192.168.220.51')",241
"('10220_35',)",343
"('10479_142',)",343
"('10479_142', '192.168.220.45')",134
"('10105_229',)",343
"('10105_229', '192.168.210.45')",149
"('11732_196',)",343
"('11857_10',)",343
"('11857_10', '192.168.210.49')",289
"('10246_200',)",344
"('10045_233',)",344
"('11188_254',)",344
"('10127_32',)",345
"('10534_149',)",345
"('11012_139',)",345
"('11132_11',)",345
"('10078_116',)",345
"('13190_245',)",345
"('10528_201',)",346
"('10277_235',)",347
"('10668_86',)",347
"('10668_86', '192.168.220.45')",152
"('10083_138',)",348
"('10078_120',)",348
"('11156_1',)",348
"('11454_174',)",348
"('10085_19',)",348
"('13941_95',)",348
"('13941_95', '192.168.210.54')",236
"('10839_9',)",349
"('10058_42',)",349
"('10058_42', '192.168.220.48')",161
"('11301_15',)",349
"('10045_27',)",349
"('10045_27', '192.168.220.42')",164
"('10005_22',)",350
"('10568_157',)",350
"('10887_240',)",350
"('10887_240', '192.168.210.45')",164
"('10899_68',)",350
"('10899_68', '192.168.220.47')",124
"('10968_7',)",350
"('10738_182',)",351
"('10738_182', '192.168.220.49')",198
"('10045_80',)",352
"('10045_80', '192.168.220.51')",150
"('10088_91',)",352
"('10088_91', '192.168.210.55')",118
"('10383_32',)",353
"('10383_32', '192.168.220.51')",142
"('10670_231',)",353
"('12292_195',)",353
"('10152_16',)",354
"('11987_158',)",354
"('11987_158', '192.168.220.51')",117
"('10050_20',)",355
"('10297_4',)",355
"('10297_4', '192.168.220.47')",125
"('11375_200',)",355
"('11375_200', '192.168.220.47')",210
"('10517_64',)",356
"('11009_95',)",356
"('10234_132',)",356
"('12505_119',)",356
"('10349_189',)",357
"('10349_189', '192.168.220.47')",140
"('10422_34',)",357
"('10177_142',)",357
"('10177_142', '192.168.220.47')",120
"('12217_92',)",357
"('12570_240',)",357
"('12570_240', '192.168.210.46')",163
"('13623_57',)",357
"('13623_57', '192.168.220.47')",148
"('10045_174',)",358
"('10045_174', '192.168.220.51')",147
"('10526_84',)",358
"('12012_173',)",359
"('12012_173', '192.168.220.51')",218
"('12201_253',)",360
"('13213_228',)",360
"('13213_228', '192.168.220.46')",360
"('10501_102',)",362
"('10501_102', '192.168.220.51')",258
"('11703_21',)",362
"('11703_21', '192.168.220.51')",159
"('12021_32',)",362
"('12021_32', '192.168.220.47')",362
"('12529_60',)",362
"('12529_60', '192.168.220.50')",170
"('10021_207',)",363
"('10021_207', '192.168.220.51')",155
"('11522_242',)",363
"('13617_192',)",363
"('10016_204',)",364
"('11460_168',)",364
"('12225_67', '192.168.220.48')",130
"('12225_67', '192.168.220.51')",186
"('10515_109',)",366
"('10515_109', '192.168.220.47')",162
"('10935_196',)",366
"('10712_187',)",366
"('10712_187', '192.168.220.47')",132
"('11663_231',)",366
"('11663_231', '192.168.210.52')",126
"('11023_139',)",366
"('11995_139', '192.168.220.47')",129
"('11995_139', '192.168.210.46')",169
"('10027_234',)",367
"('10027_234', '192.168.210.50')",146
"('10543_126',)",367
"('10543_126', '192.168.210.54')",143
"('10085_147',)",367
"('10085_147', '192.168.220.51')",367
"('10246_41',)",368
"('11133_23',)",368
"('10185_234',)",368
"('10185_234', '192.168.220.50')",142
"('10993_137',)",368
"('10993_137', '192.168.220.51')",162
"('10022_207',)",368
"('10022_207', '192.168.220.51')",253
"('10082_67',)",369
"('10082_67', '192.168.220.47')",120
"('11129_139',)",369
"('11129_139', '192.168.210.55')",125
"('11389_206',)",369
"('11389_206', '192.168.210.56')",309
"('11973_10',)",369
"('11973_10', '192.168.210.52')",126
"('13670_254',)",369
"('13670_254', '192.168.220.51')",369
"('10246_201',)",370
