,0,IP
"('13774_199', '192.168.220.42')",13,"('13774_199', '192.168.220.42')"
"('13915_115',)",13,"('13915_115',)"
"('13915_115', '192.168.220.47')",13,"('13915_115', '192.168.220.47')"
"('13942_104',)",13,"('13942_104',)"
"('13942_104', '192.168.220.49')",13,"('13942_104', '192.168.220.49')"
"('10764_120',)",13,"('10764_120',)"
"('10764_120', '192.168.220.48')",13,"('10764_120', '192.168.220.48')"
"('13590_195',)",13,"('13590_195',)"
"('13590_195', '192.168.210.52')",13,"('13590_195', '192.168.210.52')"
"('14073_77',)",13,"('14073_77',)"
"('14073_77', '192.168.210.47')",13,"('14073_77', '192.168.210.47')"
"('14128_89',)",13,"('14128_89',)"
"('14128_89', '192.168.210.55')",13,"('14128_89', '192.168.210.55')"
"('10632_155',)",13,"('10632_155',)"
"('10632_155', '192.168.220.51')",13,"('10632_155', '192.168.220.51')"
"('10214_18',)",14,"('10214_18',)"
"('10214_18', '192.168.220.46')",14,"('10214_18', '192.168.220.46')"
"('10427_123',)",14,"('10427_123',)"
"('10427_123', '192.168.220.47')",14,"('10427_123', '192.168.220.47')"
"('10653_11',)",14,"('10653_11',)"
"('10653_11', '192.168.220.47')",14,"('10653_11', '192.168.220.47')"
"('10717_227',)",14,"('10717_227',)"
"('10717_227', '192.168.210.55')",14,"('10717_227', '192.168.210.55')"
"('10391_116',)",14,"('10391_116',)"
"('10391_116', '192.168.220.47')",14,"('10391_116', '192.168.220.47')"
"('10924_79',)",14,"('10924_79',)"
"('10924_79', '192.168.220.47')",14,"('10924_79', '192.168.220.47')"
"('10989_86',)",14,"('10989_86',)"
"('10989_86', '192.168.220.47')",14,"('10989_86', '192.168.220.47')"
"('10234_211',)",14,"('10234_211',)"
"('10234_211', '192.168.220.42')",14,"('10234_211', '192.168.220.42')"
"('10108_22',)",14,"('10108_22',)"
"('10108_22', '192.168.210.55')",14,"('10108_22', '192.168.210.55')"
"('11171_120',)",14,"('11171_120',)"
"('11171_120', '192.168.210.56')",14,"('11171_120', '192.168.210.56')"
"('10622_18',)",14,"('10622_18',)"
"('10622_18', '192.168.210.55')",14,"('10622_18', '192.168.210.55')"
"('11229_119',)",14,"('11229_119',)"
"('11229_119', '192.168.210.56')",14,"('11229_119', '192.168.210.56')"
"('11250_9',)",14,"('11250_9',)"
"('11250_9', '192.168.210.56')",14,"('11250_9', '192.168.210.56')"
"('11287_180',)",14,"('11287_180',)"
"('10696_11',)",14,"('10696_11',)"
"('10696_11', '192.168.220.50')",14,"('10696_11', '192.168.220.50')"
"('10541_253',)",14,"('10541_253',)"
"('11394_164',)",14,"('11394_164',)"
"('11394_164', '192.168.220.49')",14,"('11394_164', '192.168.220.49')"
"('10653_13',)",14,"('10653_13',)"
"('10653_13', '192.168.220.48')",14,"('10653_13', '192.168.220.48')"
"('11687_175',)",14,"('11687_175',)"
"('11687_175', '192.168.220.51')",14,"('11687_175', '192.168.220.51')"
"('11700_10',)",14,"('11700_10',)"
"('11700_10', '192.168.220.45')",14,"('11700_10', '192.168.220.45')"
"('11623_2',)",14,"('11623_2',)"
"('11623_2', '192.168.220.45')",14,"('11623_2', '192.168.220.45')"
"('11872_26',)",14,"('11872_26',)"
"('11879_95',)",14,"('11879_95',)"
"('11879_95', '192.168.220.47')",14,"('11879_95', '192.168.220.47')"
"('11905_53',)",14,"('11905_53',)"
"('11905_53', '192.168.220.47')",14,"('11905_53', '192.168.220.47')"
"('11932_150',)",14,"('11932_150',)"
"('11932_150', '192.168.220.49')",14,"('11932_150', '192.168.220.49')"
"('11945_54',)",14,"('11945_54',)"
"('11946_60',)",14,"('11946_60',)"
"('11946_60', '192.168.220.51')",12,"('11946_60', '192.168.220.51')"
"('11959_89',)",14,"('11959_89',)"
"('11959_89', '192.168.220.51')",14,"('11959_89', '192.168.220.51')"
"('11990_200',)",14,"('11990_200',)"
"('11990_200', '192.168.220.47')",14,"('11990_200', '192.168.220.47')"
"('12003_8',)",14,"('12003_8',)"
"('12003_8', '192.168.220.47')",14,"('12003_8', '192.168.220.47')"
"('12005_89',)",14,"('12005_89',)"
"('12005_89', '192.168.220.47')",14,"('12005_89', '192.168.220.47')"
"('12105_54',)",14,"('12105_54',)"
"('12105_54', '192.168.220.42')",14,"('12105_54', '192.168.220.42')"
"('12123_126',)",14,"('12123_126',)"
"('12123_126', '192.168.220.42')",14,"('12123_126', '192.168.220.42')"
"('12126_127',)",14,"('12126_127',)"
"('12126_127', '192.168.220.42')",14,"('12126_127', '192.168.220.42')"
"('12127_17',)",14,"('12127_17',)"
"('12127_17', '192.168.220.42')",14,"('12127_17', '192.168.220.42')"
"('12129_38',)",14,"('12129_38',)"
"('12129_38', '192.168.220.42')",14,"('12129_38', '192.168.220.42')"
"('12157_124',)",14,"('12157_124',)"
"('12157_124', '192.168.210.53')",14,"('12157_124', '192.168.210.53')"
"('12177_187',)",14,"('12177_187',)"
"('12177_187', '192.168.220.51')",14,"('12177_187', '192.168.220.51')"
"('12270_219',)",14,"('12270_219',)"
"('12270_219', '192.168.220.51')",14,"('12270_219', '192.168.220.51')"
"('12310_165',)",14,"('12310_165',)"
"('12310_165', '192.168.220.42')",14,"('12310_165', '192.168.220.42')"
"('11189_19',)",14,"('11189_19',)"
"('11189_19', '192.168.220.51')",14,"('11189_19', '192.168.220.51')"
"('12316_4',)",14,"('12316_4',)"
"('11401_139',)",14,"('11401_139',)"
"('11401_139', '192.168.220.47')",14,"('11401_139', '192.168.220.47')"
"('10745_178',)",14,"('10745_178',)"
"('10745_178', '192.168.220.51')",14,"('10745_178', '192.168.220.51')"
"('12364_33',)",14,"('12364_33',)"
"('12364_33', '192.168.220.51')",14,"('12364_33', '192.168.220.51')"
"('11472_216',)",14,"('11472_216',)"
"('11472_216', '192.168.220.47')",14,"('11472_216', '192.168.220.47')"
"('12474_98',)",14,"('12474_98',)"
"('12474_98', '192.168.210.55')",14,"('12474_98', '192.168.210.55')"
"('12475_16',)",14,"('12475_16',)"
"('12475_16', '192.168.210.55')",14,"('12475_16', '192.168.210.55')"
"('12519_193',)",14,"('12519_193',)"
"('12519_193', '192.168.210.55')",14,"('12519_193', '192.168.210.55')"
"('12524_54',)",14,"('12524_54',)"
"('12524_54', '192.168.210.55')",14,"('12524_54', '192.168.210.55')"
"('12553_5',)",14,"('12553_5',)"
"('12553_5', '192.168.220.42')",14,"('12553_5', '192.168.220.42')"
"('12122_155',)",14,"('12122_155',)"
"('12122_155', '192.168.220.42')",14,"('12122_155', '192.168.220.42')"
"('12696_215',)",14,"('12696_215',)"
"('12696_215', '192.168.220.51')",14,"('12696_215', '192.168.220.51')"
"('11189_43',)",14,"('11189_43',)"
"('11189_43', '192.168.210.53')",14,"('11189_43', '192.168.210.53')"
"('12744_1',)",14,"('12744_1',)"
"('12757_72',)",14,"('12757_72',)"
"('12757_72', '192.168.210.55')",14,"('12757_72', '192.168.210.55')"
"('11876_55',)",14,"('11876_55',)"
"('11876_55', '192.168.210.54')",14,"('11876_55', '192.168.210.54')"
"('12786_172',)",14,"('12786_172',)"
"('12786_172', '192.168.210.54')",14,"('12786_172', '192.168.210.54')"
"('12801_57',)",14,"('12801_57',)"
"('12801_57', '192.168.220.51')",14,"('12801_57', '192.168.220.51')"
"('12858_65',)",14,"('12858_65',)"
"('12858_65', '192.168.210.47')",14,"('12858_65', '192.168.210.47')"
"('12892_246',)",14,"('12892_246',)"
"('12892_246', '192.168.220.43')",14,"('12892_246', '192.168.220.43')"
"('12928_111',)",14,"('12928_111',)"
"('12928_111', '192.168.220.47')",14,"('12928_111', '192.168.220.47')"
"('192.168.200.255',)",14,"('192.168.200.255',)"
"('192.168.200.255', '192.168.220.51')",14,"('192.168.200.255', '192.168.220.51')"
"('12966_141',)",14,"('12966_141',)"
"('12966_141', '192.168.210.47')",14,"('12966_141', '192.168.210.47')"
"('11652_133',)",14,"('11652_133',)"
"('11652_133', '192.168.220.51')",14,"('11652_133', '192.168.220.51')"
"('12991_187',)",14,"('12991_187',)"
"('12991_187', '192.168.220.45')",14,"('12991_187', '192.168.220.45')"
"('10114_104',)",14,"('10114_104',)"
"('10114_104', '192.168.210.55')",14,"('10114_104', '192.168.210.55')"
"('10444_161',)",14,"('10444_161',)"
"('13099_161',)",14,"('13099_161',)"
"('13138_72',)",14,"('13138_72',)"
"('13143_67',)",14,"('13143_67',)"
"('13143_67', '192.168.220.51')",14,"('13143_67', '192.168.220.51')"
"('13161_47',)",14,"('13161_47',)"
"('13161_47', '192.168.220.51')",14,"('13161_47', '192.168.220.51')"
"('13175_82',)",14,"('13175_82',)"
"('13175_82', '192.168.210.49')",14,"('13175_82', '192.168.210.49')"
"('13177_248',)",14,"('13177_248',)"
"('13177_248', '192.168.210.49')",14,"('13177_248', '192.168.210.49')"
"('13211_72',)",14,"('13211_72',)"
"('13211_72', '192.168.210.54')",14,"('13211_72', '192.168.210.54')"
"('12975_189',)",14,"('12975_189',)"
"('12975_189', '192.168.220.42')",14,"('12975_189', '192.168.220.42')"
"('13218_137',)",14,"('13218_137',)"
"('13218_137', '192.168.220.48')",14,"('13218_137', '192.168.220.48')"
"('10455_224',)",14,"('10455_224',)"
"('10373_115',)",14,"('10373_115',)"
"('10373_115', '192.168.220.50')",14,"('10373_115', '192.168.220.50')"
"('13272_230',)",14,"('13272_230',)"
"('11649_125',)",14,"('11649_125',)"
"('11649_125', '192.168.220.43')",14,"('11649_125', '192.168.220.43')"
"('11340_235',)",14,"('11340_235',)"
"('11340_235', '192.168.220.47')",14,"('11340_235', '192.168.220.47')"
"('13292_130',)",14,"('13292_130',)"
"('13292_130', '192.168.220.47')",14,"('13292_130', '192.168.220.47')"
"('13302_39',)",14,"('13302_39',)"
"('13331_180',)",14,"('13331_180',)"
"('13331_180', '192.168.220.47')",14,"('13331_180', '192.168.220.47')"
"('10745_162',)",14,"('10745_162',)"
"('10745_162', '192.168.210.52')",14,"('10745_162', '192.168.210.52')"
"('10236_50',)",14,"('10236_50',)"
"('10236_50', '192.168.210.52')",14,"('10236_50', '192.168.210.52')"
"('13207_120',)",14,"('13207_120',)"
"('13207_120', '192.168.220.47')",14,"('13207_120', '192.168.220.47')"
"('13473_175',)",14,"('13473_175',)"
"('13473_175', '192.168.220.50')",14,"('13473_175', '192.168.220.50')"
"('13485_64',)",14,"('13485_64',)"
"('13542_36',)",14,"('13542_36',)"
"('13542_36', '192.168.210.52')",14,"('13542_36', '192.168.210.52')"
"('13549_87',)",14,"('13549_87',)"
"('13549_87', '192.168.210.52')",14,"('13549_87', '192.168.210.52')"
"('13570_1',)",14,"('13570_1',)"
"('13570_1', '192.168.210.55')",14,"('13570_1', '192.168.210.55')"
"('10880_83',)",14,"('10880_83',)"
"('10880_83', '192.168.220.47')",14,"('10880_83', '192.168.220.47')"
"('11189_252',)",14,"('11189_252',)"
"('11189_252', '192.168.210.47')",14,"('11189_252', '192.168.210.47')"
"('11619_21',)",14,"('11619_21',)"
"('11619_21', '192.168.220.45')",14,"('11619_21', '192.168.220.45')"
"('10302_144',)",14,"('10302_144',)"
"('10302_144', '192.168.220.47')",14,"('10302_144', '192.168.220.47')"
"('11061_88',)",14,"('11061_88',)"
"('11061_88', '192.168.220.43')",14,"('11061_88', '192.168.220.43')"
"('13659_82',)",14,"('13659_82',)"
"('13659_82', '192.168.220.47')",14,"('13659_82', '192.168.220.47')"
"('13669_245',)",14,"('13669_245',)"
"('13669_245', '192.168.220.47')",14,"('13669_245', '192.168.220.47')"
"('13672_244',)",14,"('13672_244',)"
"('13672_244', '192.168.220.51')",14,"('13672_244', '192.168.220.51')"
"('13674_34',)",14,"('13674_34',)"
"('13674_34', '192.168.220.51')",14,"('13674_34', '192.168.220.51')"
"('10938_20',)",14,"('10938_20',)"
"('10938_20', '192.168.210.48')",14,"('10938_20', '192.168.210.48')"
"('13711_189',)",14,"('13711_189',)"
"('13711_189', '192.168.220.42')",14,"('13711_189', '192.168.220.42')"
"('13726_26',)",14,"('13726_26',)"
"('13726_26', '192.168.210.54')",14,"('13726_26', '192.168.210.54')"
"('13838_118',)",14,"('13838_118',)"
"('13838_118', '192.168.210.47')",14,"('13838_118', '192.168.210.47')"
"('12976_122',)",14,"('12976_122',)"
"('12976_122', '192.168.210.55')",14,"('12976_122', '192.168.210.55')"
"('10244_159',)",14,"('10244_159',)"
"('10244_159', '192.168.220.45')",14,"('10244_159', '192.168.220.45')"
"('10327_130',)",14,"('10327_130',)"
"('10327_130', '192.168.220.48')",14,"('10327_130', '192.168.220.48')"
"('11839_75',)",14,"('11839_75',)"
"('11839_75', '192.168.210.54')",14,"('11839_75', '192.168.210.54')"
"('13899_130',)",14,"('13899_130',)"
"('13899_130', '192.168.210.52')",14,"('13899_130', '192.168.210.52')"
"('13914_80',)",14,"('13914_80',)"
"('13914_80', '192.168.220.42')",14,"('13914_80', '192.168.220.42')"
"('13948_132',)",14,"('13948_132',)"
"('13948_132', '192.168.210.50')",14,"('13948_132', '192.168.210.50')"
"('12975_197',)",14,"('12975_197',)"
"('12975_197', '192.168.210.57')",14,"('12975_197', '192.168.210.57')"
"('10717_11',)",14,"('10717_11',)"
"('10717_11', '192.168.220.43')",14,"('10717_11', '192.168.220.43')"
"('14010_64',)",14,"('14010_64',)"
"('14010_64', '192.168.220.51')",14,"('14010_64', '192.168.220.51')"
"('14016_48',)",14,"('14016_48',)"
"('14016_48', '192.168.220.51')",14,"('14016_48', '192.168.220.51')"
"('14028_193',)",14,"('14028_193',)"
"('14028_193', '192.168.210.47')",14,"('14028_193', '192.168.210.47')"
"('14050_211',)",14,"('14050_211',)"
"('14050_211', '192.168.220.50')",14,"('14050_211', '192.168.220.50')"
"('14058_187',)",14,"('14058_187',)"
"('14058_187', '192.168.220.50')",14,"('14058_187', '192.168.220.50')"
"('14071_39',)",14,"('14071_39',)"
"('14071_39', '192.168.210.52')",14,"('14071_39', '192.168.210.52')"
"('13152_99',)",14,"('13152_99',)"
"('11344_15',)",14,"('11344_15',)"
"('11344_15', '192.168.210.47')",14,"('11344_15', '192.168.210.47')"
"('14095_79',)",14,"('14095_79',)"
"('14095_79', '192.168.220.51')",14,"('14095_79', '192.168.220.51')"
"('14114_54',)",14,"('14114_54',)"
"('14114_54', '192.168.210.54')",14,"('14114_54', '192.168.210.54')"
"('10696_139',)",14,"('10696_139',)"
"('10696_139', '192.168.220.50')",14,"('10696_139', '192.168.220.50')"
"('12217_235',)",14,"('12217_235',)"
"('12217_235', '192.168.220.51')",14,"('12217_235', '192.168.220.51')"
"('10813_139',)",14,"('10813_139',)"
"('10813_139', '192.168.210.57')",14,"('10813_139', '192.168.210.57')"
"('14151_100',)",14,"('14151_100',)"
"('14151_100', '192.168.220.51')",14,"('14151_100', '192.168.220.51')"
"('14168_0',)",14,"('14168_0',)"
"('14168_0', '192.168.220.48')",14,"('14168_0', '192.168.220.48')"
"('14175_86',)",14,"('14175_86',)"
"('14175_86', '192.168.220.51')",14,"('14175_86', '192.168.220.51')"
"('14199_223',)",14,"('14199_223',)"
"('14199_223', '192.168.220.51')",14,"('14199_223', '192.168.220.51')"
"('14200_1',)",14,"('14200_1',)"
"('14200_1', '192.168.220.51')",14,"('14200_1', '192.168.220.51')"
"('12283_154',)",14,"('12283_154',)"
"('12283_154', '192.168.220.51')",14,"('12283_154', '192.168.220.51')"
"('14202_146',)",14,"('14202_146',)"
"('14202_146', '192.168.220.51')",14,"('14202_146', '192.168.220.51')"
"('14213_11',)",14,"('14213_11',)"
"('14241_236',)",14,"('14241_236',)"
"('14241_236', '192.168.220.51')",14,"('14241_236', '192.168.220.51')"
"('14273_38',)",14,"('14273_38',)"
"('14273_38', '192.168.220.43')",14,"('14273_38', '192.168.220.43')"
"('14280_236',)",14,"('14280_236',)"
"('14280_236', '192.168.220.51')",14,"('14280_236', '192.168.220.51')"
"('14289_81',)",14,"('14289_81',)"
"('14289_81', '192.168.220.51')",14,"('14289_81', '192.168.220.51')"
"('14318_90',)",14,"('14318_90',)"
"('14318_90', '192.168.220.51')",14,"('14318_90', '192.168.220.51')"
"('14322_171',)",14,"('14322_171',)"
"('14322_171', '192.168.220.51')",14,"('14322_171', '192.168.220.51')"
"('14323_185',)",14,"('14323_185',)"
"('14323_185', '192.168.220.51')",14,"('14323_185', '192.168.220.51')"
"('12941_148',)",14,"('12941_148',)"
"('12941_148', '192.168.220.44')",14,"('12941_148', '192.168.220.44')"
"('14339_160',)",14,"('14339_160',)"
"('14339_160', '192.168.220.51')",14,"('14339_160', '192.168.220.51')"
"('10696_32',)",14,"('10696_32',)"
"('10696_32', '192.168.210.49')",14,"('10696_32', '192.168.210.49')"
"('14367_31',)",14,"('14367_31',)"
"('14367_31', '192.168.220.51')",14,"('14367_31', '192.168.220.51')"
"('10371_46',)",14,"('10371_46',)"
"('10371_46', '192.168.220.45')",14,"('10371_46', '192.168.220.45')"
"('10696_235',)",14,"('10696_235',)"
"('10696_235', '192.168.220.45')",14,"('10696_235', '192.168.220.45')"
"('13243_18',)",14,"('13243_18',)"
"('13243_18', '192.168.220.45')",14,"('13243_18', '192.168.220.45')"
"('10946_91',)",14,"('10946_91',)"
"('10946_91', '192.168.220.45')",14,"('10946_91', '192.168.220.45')"
"('14413_33',)",14,"('14413_33',)"
"('14413_33', '192.168.220.51')",14,"('14413_33', '192.168.220.51')"
"('10058_209',)",14,"('10058_209',)"
"('10058_209', '192.168.220.46')",14,"('10058_209', '192.168.220.46')"
"('10088_92',)",14,"('10088_92',)"
"('10088_92', '192.168.220.46')",14,"('10088_92', '192.168.220.46')"
"('14430_66',)",14,"('14430_66',)"
"('14430_66', '192.168.220.46')",14,"('14430_66', '192.168.220.46')"
"('11166_205',)",14,"('11166_205',)"
"('11166_205', '192.168.210.57')",14,"('11166_205', '192.168.210.57')"
"('12105_24',)",14,"('12105_24',)"
"('12105_24', '192.168.220.47')",14,"('12105_24', '192.168.220.47')"
"('12725_80',)",14,"('12725_80',)"
"('12725_80', '192.168.210.49')",14,"('12725_80', '192.168.210.49')"
"('14515_9',)",14,"('14515_9',)"
"('14515_9', '192.168.220.46')",14,"('14515_9', '192.168.220.46')"
"('14516_94',)",14,"('14516_94',)"
"('14516_94', '192.168.220.46')",14,"('14516_94', '192.168.220.46')"
"('12491_74',)",14,"('12491_74',)"
"('12491_74', '192.168.220.46')",14,"('12491_74', '192.168.220.46')"
"('10099_90',)",14,"('10099_90',)"
"('10099_90', '192.168.220.46')",14,"('10099_90', '192.168.220.46')"
"('11192_251',)",14,"('11192_251',)"
"('11192_251', '192.168.210.54')",14,"('11192_251', '192.168.210.54')"
"('14561_100',)",14,"('14561_100',)"
"('14561_100', '192.168.220.51')",14,"('14561_100', '192.168.220.51')"
"('12597_41',)",14,"('12597_41',)"
"('12597_41', '192.168.220.42')",14,"('12597_41', '192.168.220.42')"
"('12830_139',)",14,"('12830_139',)"
"('12830_139', '192.168.210.56')",14,"('12830_139', '192.168.210.56')"
"('14609_164',)",14,"('14609_164',)"
"('14609_164', '192.168.210.48')",14,"('14609_164', '192.168.210.48')"
"('14618_189',)",14,"('14618_189',)"
"('14618_189', '192.168.210.48')",14,"('14618_189', '192.168.210.48')"
"('10616_132',)",15,"('10616_132',)"
"('10058_180',)",15,"('10058_180',)"
"('12387_205',)",15,"('12387_205',)"
"('10745_227',)",15,"('10745_227',)"
"('10745_227', '192.168.220.51')",15,"('10745_227', '192.168.220.51')"
"('12838_67',)",15,"('12838_67',)"
"('12838_67', '192.168.210.47')",15,"('12838_67', '192.168.210.47')"
"('10616_125',)",15,"('10616_125',)"
"('192.168.200.0',)",15,"('192.168.200.0',)"
"('192.168.200.0', '192.168.220.51')",15,"('192.168.200.0', '192.168.220.51')"
"('12779_85',)",15,"('12779_85',)"
"('12779_85', '192.168.220.46')",15,"('12779_85', '192.168.220.46')"
"('13076_156',)",15,"('13076_156',)"
"('13076_156', '192.168.220.51')",15,"('13076_156', '192.168.220.51')"
"('13680_94',)",15,"('13680_94',)"
"('13680_94', '192.168.220.51')",15,"('13680_94', '192.168.220.51')"
"('13782_21',)",15,"('13782_21',)"
"('13782_21', '192.168.220.42')",15,"('13782_21', '192.168.220.42')"
"('13840_101',)",15,"('13840_101',)"
"('13840_101', '192.168.210.47')",15,"('13840_101', '192.168.210.47')"
"('13868_187',)",15,"('13868_187',)"
"('13868_187', '192.168.220.47')",15,"('13868_187', '192.168.220.47')"
"('10045_92',)",15,"('10045_92',)"
"('10045_92', '192.168.220.47')",15,"('10045_92', '192.168.220.47')"
"('10392_104',)",15,"('10392_104',)"
"('10392_104', '192.168.220.42')",15,"('10392_104', '192.168.220.42')"
"('14253_60',)",15,"('14253_60',)"
"('14253_60', '192.168.220.51')",15,"('14253_60', '192.168.220.51')"
"('14451_55',)",15,"('14451_55',)"
"('14451_55', '192.168.220.51')",15,"('14451_55', '192.168.220.51')"
"('14541_108',)",15,"('14541_108',)"
"('14541_108', '192.168.220.47')",15,"('14541_108', '192.168.220.47')"
"('14146_135',)",15,"('14146_135',)"
"('14146_135', '192.168.210.56')",15,"('14146_135', '192.168.210.56')"
"('10099_171',)",15,"('10099_171',)"
"('10099_171', '192.168.210.57')",13,"('10099_171', '192.168.210.57')"
"('10027_195',)",16,"('10027_195',)"
"('10002_19',)",16,"('10002_19',)"
"('10002_19', '192.168.220.47')",16,"('10002_19', '192.168.220.47')"
"('10682_136',)",16,"('10682_136',)"
"('10682_136', '192.168.220.47')",16,"('10682_136', '192.168.220.47')"
