,IP_B,confidence,IP_A
"('11839_96',)","('192.168.220.47',)",1.0,"('11839_96',)"
"('10392_36',)","('192.168.220.49',)",0.75,"('10392_36',)"
"('11167_20',)","('192.168.220.47',)",1.0,"('11167_20',)"
"('11593_32',)","('192.168.220.51',)",1.0,"('11593_32',)"
"('11896_47',)","('192.168.220.47',)",1.0,"('11896_47',)"
"('10000_163',)","('192.168.220.47',)",1.0,"('10000_163',)"
"('11340_72',)","('192.168.210.56',)",1.0,"('11340_72',)"
"('12043_239',)","('192.168.220.47',)",1.0,"('12043_239',)"
"('12088_142',)","('192.168.220.47',)",1.0,"('12088_142',)"
"('12116_208',)","('192.168.220.42',)",1.0,"('12116_208',)"
"('12256_223',)","('192.168.220.42',)",1.0,"('12256_223',)"
"('10696_144',)","('192.168.210.52',)",1.0,"('10696_144',)"
"('12330_203',)","('192.168.220.42',)",1.0,"('12330_203',)"
"('12339_59',)","('192.168.220.47',)",1.0,"('12339_59',)"
"('11340_128',)","('192.168.220.42',)",0.75,"('11340_128',)"
"('10932_115',)","('192.168.220.47',)",1.0,"('10932_115',)"
"('11859_184',)","('192.168.210.48',)",1.0,"('11859_184',)"
"('10717_0',)","('192.168.210.48',)",1.0,"('10717_0',)"
"('10310_75',)","('192.168.220.47',)",1.0,"('10310_75',)"
"('11079_176',)","('192.168.210.53',)",0.75,"('11079_176',)"
"('11697_37',)","('192.168.220.47',)",1.0,"('11697_37',)"
"('12492_222',)","('192.168.210.53',)",1.0,"('12492_222',)"
"('12280_64',)","('192.168.210.55',)",1.0,"('12280_64',)"
"('12573_21',)","('192.168.220.46',)",1.0,"('12573_21',)"
"('12628_234',)","('192.168.220.48',)",1.0,"('12628_234',)"
"('11619_131',)","('192.168.220.48',)",1.0,"('11619_131',)"
"('12697_100',)","('192.168.220.51',)",1.0,"('12697_100',)"
"('12722_202',)","('192.168.210.53',)",1.0,"('12722_202',)"
"('11500_77',)","('192.168.210.56',)",0.75,"('11500_77',)"
"('10932_243',)","('192.168.210.54',)",1.0,"('10932_243',)"
"('12797_211',)","('192.168.210.57',)",1.0,"('12797_211',)"
"('12804_211',)","('192.168.220.51',)",1.0,"('12804_211',)"
"('12805_87',)","('192.168.220.51',)",1.0,"('12805_87',)"
"('10088_243',)","('192.168.210.55',)",1.0,"('10088_243',)"
"('12836_3',)","('192.168.210.47',)",1.0,"('12836_3',)"
"('12839_123',)","('192.168.210.47',)",1.0,"('12839_123',)"
"('12840_177',)","('192.168.210.47',)",1.0,"('12840_177',)"
"('12852_63',)","('192.168.210.47',)",1.0,"('12852_63',)"
"('12857_157',)","('192.168.210.47',)",1.0,"('12857_157',)"
"('12860_193',)","('192.168.210.47',)",1.0,"('12860_193',)"
"('12637_148',)","('192.168.210.47',)",1.0,"('12637_148',)"
"('12911_208',)","('192.168.210.49',)",1.0,"('12911_208',)"
"('10946_40',)","('192.168.220.45',)",1.0,"('10946_40',)"
"('12957_253',)","('192.168.210.47',)",1.0,"('12957_253',)"
"('12730_171',)","('192.168.220.45',)",1.0,"('12730_171',)"
"('192.168.210.35',)","('192.168.220.51',)",1.0,"('192.168.210.35',)"
"('192.168.210.34',)","('192.168.220.51',)",1.0,"('192.168.210.34',)"
"('11859_16',)","('192.168.210.53',)",1.0,"('11859_16',)"
"('12730_235',)","('192.168.220.47',)",0.75,"('12730_235',)"
"('10946_104',)","('192.168.210.55',)",1.0,"('10946_104',)"
"('10764_64',)","('192.168.220.50',)",1.0,"('10764_64',)"
"('13053_114',)","('192.168.220.46',)",1.0,"('13053_114',)"
"('12975_11',)","('192.168.220.51',)",1.0,"('12975_11',)"
"('13108_207',)","('192.168.210.57',)",1.0,"('13108_207',)"
"('13139_230',)","('192.168.220.51',)",1.0,"('13139_230',)"
"('13162_229',)","('192.168.220.51',)",1.0,"('13162_229',)"
"('10717_152',)","('192.168.220.51',)",1.0,"('10717_152',)"
"('13217_153',)","('192.168.220.47',)",0.75,"('13217_153',)"
"('11652_235',)","('192.168.220.48',)",1.0,"('11652_235',)"
"('10373_79',)","('192.168.220.50',)",1.0,"('10373_79',)"
"('11189_80',)","('192.168.220.50',)",1.0,"('11189_80',)"
"('13271_41',)","('192.168.220.47',)",1.0,"('13271_41',)"
"('13280_106',)","('192.168.220.47',)",1.0,"('13280_106',)"
"('10925_83',)","('192.168.220.47',)",0.875,"('10925_83',)"
"('12584_195',)","('192.168.220.42',)",1.0,"('12584_195',)"
"('12975_155',)","('192.168.220.49',)",1.0,"('12975_155',)"
"('11869_128',)","('192.168.220.45',)",1.0,"('11869_128',)"
"('10299_66',)","('192.168.210.52',)",1.0,"('10299_66',)"
"('11340_0',)","('192.168.220.51',)",1.0,"('11340_0',)"
"('13380_7',)","('192.168.220.48',)",1.0,"('13380_7',)"
"('10236_242',)","('192.168.220.51',)",1.0,"('10236_242',)"
"('11079_32',)","('192.168.220.47',)",1.0,"('11079_32',)"
"('13412_0',)","('192.168.220.47',)",1.0,"('13412_0',)"
"('11867_111',)","('192.168.220.47',)",0.75,"('11867_111',)"
"('11871_12',)","('192.168.210.55',)",1.0,"('11871_12',)"
"('12779_139',)","('192.168.220.47',)",1.0,"('12779_139',)"
"('12877_181',)","('192.168.220.50',)",1.0,"('12877_181',)"
"('11867_230',)","('192.168.220.51',)",1.0,"('11867_230',)"
"('13477_83',)","('192.168.220.50',)",1.0,"('13477_83',)"
"('13447_39',)","('192.168.220.47',)",0.75,"('13447_39',)"
"('12689_164',)","('192.168.220.50',)",1.0,"('12689_164',)"
"('13498_34',)","('192.168.220.50',)",1.0,"('13498_34',)"
"('13527_226',)","('192.168.220.48',)",1.0,"('13527_226',)"
"('11151_224',)","('192.168.210.52',)",0.75,"('11151_224',)"
"('11278_42',)","('192.168.220.45',)",1.0,"('11278_42',)"
"('10058_58',)","('192.168.210.47',)",1.0,"('10058_58',)"
"('11652_115',)","('192.168.220.43',)",1.0,"('11652_115',)"
"('13303_76',)","('192.168.220.42',)",1.0,"('13303_76',)"
"('12686_83',)","('192.168.220.42',)",1.0,"('12686_83',)"
"('10327_211',)","('192.168.220.51',)",1.0,"('10327_211',)"
"('11652_163',)","('192.168.220.48',)",1.0,"('11652_163',)"
"('13695_8',)","('192.168.210.45',)",1.0,"('13695_8',)"
"('13714_254',)","('192.168.210.45',)",1.0,"('13714_254',)"
"('13719_40',)","('192.168.210.45',)",1.0,"('13719_40',)"
"('13723_222',)","('192.168.210.54',)",1.0,"('13723_222',)"
"('13727_10',)","('192.168.210.54',)",1.0,"('13727_10',)"
"('13815_201',)","('192.168.210.52',)",1.0,"('13815_201',)"
"('10012_20',)","('192.168.220.49',)",0.75,"('10012_20',)"
"('13843_198',)","('192.168.210.55',)",1.0,"('13843_198',)"
"('10566_219',)","('192.168.220.43',)",1.0,"('10566_219',)"
"('11988_106',)","('192.168.220.43',)",1.0,"('11988_106',)"
"('10946_208',)","('192.168.220.49',)",1.0,"('10946_208',)"
"('12940_166',)","('192.168.210.47',)",1.0,"('12940_166',)"
"('11061_144',)","('192.168.220.42',)",1.0,"('11061_144',)"
"('13957_84',)","('192.168.210.50',)",1.0,"('13957_84',)"
"('10416_33',)","('192.168.210.53',)",1.0,"('10416_33',)"
"('13966_144',)","('192.168.220.48',)",1.0,"('13966_144',)"
"('10717_184',)","('192.168.210.55',)",1.0,"('10717_184',)"
"('13981_239',)","('192.168.220.45',)",1.0,"('13981_239',)"
"('10745_139',)","('192.168.210.53',)",1.0,"('10745_139',)"
"('13998_59',)","('192.168.220.43',)",1.0,"('13998_59',)"
"('11166_155',)","('192.168.220.48',)",1.0,"('11166_155',)"
"('11340_64',)","('192.168.220.51',)",0.75,"('11340_64',)"
"('14035_151',)","('192.168.220.51',)",1.0,"('14035_151',)"
"('14038_9',)","('192.168.220.50',)",1.0,"('14038_9',)"
"('14054_3',)","('192.168.220.50',)",1.0,"('14054_3',)"
"('11593_64',)","('192.168.220.51',)",1.0,"('11593_64',)"
"('14097_5',)","('192.168.220.43',)",0.75,"('14097_5',)"
"('12188_27',)","('192.168.220.45',)",1.0,"('12188_27',)"
"('14099_203',)","('192.168.210.52',)",1.0,"('14099_203',)"
"('14103_100',)","('192.168.210.52',)",1.0,"('14103_100',)"
"('10299_123',)","('192.168.220.42',)",1.0,"('10299_123',)"
"('14124_20',)","('192.168.210.53',)",1.0,"('14124_20',)"
"('14125_157',)","('192.168.210.53',)",1.0,"('14125_157',)"
"('14140_35',)","('192.168.220.51',)",1.0,"('14140_35',)"
"('11685_124',)","('192.168.220.51',)",1.0,"('11685_124',)"
"('11801_44',)","('192.168.210.54',)",1.0,"('11801_44',)"
"('14210_35',)","('192.168.220.51',)",1.0,"('14210_35',)"
"('14233_230',)","('192.168.220.51',)",1.0,"('14233_230',)"
"('14246_27',)","('192.168.220.51',)",1.0,"('14246_27',)"
"('14247_7',)","('192.168.220.51',)",1.0,"('14247_7',)"
"('10366_126',)","('192.168.220.51',)",1.0,"('10366_126',)"
"('10343_114',)","('192.168.220.49',)",1.0,"('10343_114',)"
"('10963_3',)","('192.168.210.47',)",1.0,"('10963_3',)"
"('14303_148',)","('192.168.220.51',)",1.0,"('14303_148',)"
"('11623_75',)","('192.168.210.49',)",1.0,"('11623_75',)"
"('10764_152',)","('192.168.220.51',)",1.0,"('10764_152',)"
"('10327_3',)","('192.168.220.51',)",1.0,"('10327_3',)"
"('11649_91',)","('192.168.220.43',)",1.0,"('11649_91',)"
"('14383_51',)","('192.168.210.49',)",1.0,"('14383_51',)"
"('11061_219',)","('192.168.220.43',)",1.0,"('11061_219',)"
"('14390_93',)","('192.168.220.51',)",1.0,"('14390_93',)"
"('14416_198',)","('192.168.220.51',)",1.0,"('14416_198',)"
"('11166_219',)","('192.168.220.51',)",1.0,"('11166_219',)"
"('14438_251',)","('192.168.210.45',)",1.0,"('14438_251',)"
"('13096_11',)","('192.168.220.47',)",1.0,"('13096_11',)"
"('10758_128',)","('192.168.220.51',)",1.0,"('10758_128',)"
"('14479_144',)","('192.168.220.45',)",1.0,"('14479_144',)"
"('13846_109',)","('192.168.220.42',)",1.0,"('13846_109',)"
"('10718_162',)","('192.168.220.42',)",1.0,"('10718_162',)"
"('14485_74',)","('192.168.210.56',)",1.0,"('14485_74',)"
"('14483_231',)","('192.168.210.56',)",1.0,"('14483_231',)"
"('14496_118',)","('192.168.220.46',)",1.0,"('14496_118',)"
"('14512_111',)","('192.168.220.46',)",1.0,"('14512_111',)"
"('12686_195',)","('192.168.210.46',)",1.0,"('12686_195',)"
"('14523_58',)","('192.168.220.47',)",1.0,"('14523_58',)"
"('11831_211',)","('192.168.220.42',)",1.0,"('11831_211',)"
"('14559_118',)","('192.168.220.51',)",1.0,"('14559_118',)"
"('11151_184',)","('192.168.220.42',)",1.0,"('11151_184',)"
"('11697_127',)","('192.168.220.48',)",1.0,"('11697_127',)"
"('10299_26',)","('192.168.220.51',)",1.0,"('10299_26',)"
"('11655_211',)","('192.168.210.56',)",1.0,"('11655_211',)"
"('11244_83',)","('192.168.210.48',)",1.0,"('11244_83',)"
"('14623_58',)","('192.168.220.47',)",1.0,"('14623_58',)"
"('10694_17',)","('192.168.210.50',)",1.0,"('10694_17',)"
"('10158_210',)","('192.168.220.51',)",1.0,"('10158_210',)"
"('12522_175',)","('192.168.210.55',)",1.0,"('12522_175',)"
"('11323_195',)","('192.168.220.51',)",0.7647058823529411,"('11323_195',)"
"('10932_61',)","('192.168.220.47',)",1.0,"('10932_61',)"
"('12837_27',)","('192.168.210.47',)",1.0,"('12837_27',)"
"('10327_91',)","('192.168.210.57',)",0.7058823529411765,"('10327_91',)"
"('192.168.210.40',)","('192.168.220.51',)",1.0,"('192.168.210.40',)"
"('192.168.210.76',)","('192.168.220.51',)",1.0,"('192.168.210.76',)"
"('192.168.210.202',)","('192.168.220.51',)",1.0,"('192.168.210.202',)"
"('192.168.210.14',)","('192.168.220.51',)",1.0,"('192.168.210.14',)"
"('192.168.210.37',)","('192.168.220.51',)",1.0,"('192.168.210.37',)"
"('192.168.210.235',)","('192.168.220.51',)",1.0,"('192.168.210.235',)"
"('192.168.210.13',)","('192.168.220.51',)",1.0,"('192.168.210.13',)"
"('192.168.210.178',)","('192.168.220.51',)",1.0,"('192.168.210.178',)"
"('192.168.210.198',)","('192.168.220.51',)",1.0,"('192.168.210.198',)"
"('192.168.210.19',)","('192.168.220.51',)",1.0,"('192.168.210.19',)"
"('192.168.210.27',)","('192.168.220.51',)",1.0,"('192.168.210.27',)"
"('192.168.210.239',)","('192.168.220.51',)",1.0,"('192.168.210.239',)"
"('192.168.210.251',)","('192.168.220.51',)",1.0,"('192.168.210.251',)"
"('192.168.210.21',)","('192.168.220.51',)",1.0,"('192.168.210.21',)"
"('192.168.210.201',)","('192.168.220.51',)",1.0,"('192.168.210.201',)"
"('192.168.210.140',)","('192.168.220.51',)",1.0,"('192.168.210.140',)"
"('192.168.210.189',)","('192.168.220.51',)",1.0,"('192.168.210.189',)"
"('192.168.210.28',)","('192.168.220.51',)",1.0,"('192.168.210.28',)"
"('192.168.210.236',)","('192.168.220.51',)",1.0,"('192.168.210.236',)"
"('192.168.210.18',)","('192.168.220.51',)",1.0,"('192.168.210.18',)"
"('192.168.210.15',)","('192.168.220.51',)",1.0,"('192.168.210.15',)"
"('192.168.210.36',)","('192.168.220.51',)",1.0,"('192.168.210.36',)"
"('192.168.210.29',)","('192.168.220.51',)",1.0,"('192.168.210.29',)"
"('192.168.210.181',)","('192.168.220.51',)",1.0,"('192.168.210.181',)"
"('192.168.210.16',)","('192.168.220.51',)",1.0,"('192.168.210.16',)"
"('192.168.210.20',)","('192.168.220.51',)",1.0,"('192.168.210.20',)"
"('192.168.210.248',)","('192.168.220.51',)",1.0,"('192.168.210.248',)"
"('192.168.210.231',)","('192.168.220.51',)",1.0,"('192.168.210.231',)"
"('192.168.210.44',)","('192.168.220.51',)",1.0,"('192.168.210.44',)"
"('192.168.210.191',)","('192.168.220.51',)",1.0,"('192.168.210.191',)"
"('192.168.210.69',)","('192.168.220.51',)",1.0,"('192.168.210.69',)"
"('192.168.210.17',)","('192.168.220.51',)",1.0,"('192.168.210.17',)"
"('192.168.210.23',)","('192.168.220.51',)",1.0,"('192.168.210.23',)"
"('192.168.210.232',)","('192.168.220.51',)",1.0,"('192.168.210.232',)"
"('11502_15',)","('192.168.210.55',)",1.0,"('11502_15',)"
"('11472_224',)","('192.168.220.46',)",1.0,"('11472_224',)"
"('13081_135',)","('192.168.220.46',)",1.0,"('13081_135',)"
"('13368_113',)","('192.168.220.49',)",1.0,"('13368_113',)"
"('13381_8',)","('192.168.220.48',)",1.0,"('13381_8',)"
"('10813_155',)","('192.168.210.53',)",1.0,"('10813_155',)"
"('13433_33',)","('192.168.210.46',)",0.8823529411764706,"('13433_33',)"
"('11867_184',)","('192.168.220.50',)",1.0,"('11867_184',)"
"('13566_243',)","('192.168.210.52',)",1.0,"('13566_243',)"
"('12975_67',)","('192.168.220.45',)",1.0,"('12975_67',)"
"('10764_216',)","('192.168.220.48',)",1.0,"('10764_216',)"
"('10058_177',)","('192.168.220.51',)",1.0,"('10058_177',)"
"('11623_51',)","('192.168.220.47',)",1.0,"('11623_51',)"
"('10509_240',)","('192.168.220.47',)",1.0,"('10509_240',)"
"('10622_34',)","('192.168.220.47',)",1.0,"('10622_34',)"
"('10658_126',)","('192.168.220.47',)",1.0,"('10658_126',)"
"('10873_11',)","('192.168.220.47',)",0.6666666666666666,"('10873_11',)"
"('10932_59',)","('192.168.220.47',)",1.0,"('10932_59',)"
"('11050_152',)","('192.168.220.42',)",1.0,"('11050_152',)"
"('11066_222',)","('192.168.220.42',)",0.7777777777777778,"('11066_222',)"
"('11172_100',)","('192.168.210.56',)",1.0,"('11172_100',)"
"('10003_227',)","('192.168.210.56',)",1.0,"('10003_227',)"
"('11194_63',)","('192.168.210.56',)",1.0,"('11194_63',)"
"('11310_50',)","('192.168.220.49',)",1.0,"('11310_50',)"
"('11378_43',)","('192.168.220.47',)",1.0,"('11378_43',)"
"('11582_151',)","('192.168.220.51',)",1.0,"('11582_151',)"
"('10412_215',)","('192.168.210.46',)",0.6666666666666666,"('10412_215',)"
"('11691_171',)","('192.168.220.51',)",1.0,"('11691_171',)"
"('10050_42',)","('192.168.220.45',)",1.0,"('10050_42',)"
"('11754_107',)","('192.168.210.46',)",1.0,"('11754_107',)"
"('11787_223',)","('192.168.220.47',)",1.0,"('11787_223',)"
"('11804_54',)","('192.168.220.51',)",1.0,"('11804_54',)"
"('11362_16',)","('192.168.220.51',)",1.0,"('11362_16',)"
"('10694_107',)","('192.168.210.55',)",1.0,"('10694_107',)"
"('10946_3',)","('192.168.210.55',)",1.0,"('10946_3',)"
"('10616_131',)","('192.168.210.45',)",0.7777777777777778,"('10616_131',)"
"('11954_166',)","('192.168.220.51',)",1.0,"('11954_166',)"
"('12029_167',)","('192.168.220.47',)",1.0,"('12029_167',)"
"('12031_15',)","('192.168.220.47',)",1.0,"('12031_15',)"
"('12155_14',)","('192.168.220.48',)",0.7777777777777778,"('12155_14',)"
"('12156_35',)","('192.168.210.53',)",1.0,"('12156_35',)"
"('11697_162',)","('192.168.220.45',)",0.6666666666666666,"('11697_162',)"
"('11802_60',)","('192.168.210.54',)",1.0,"('11802_60',)"
"('12254_174',)","('192.168.220.47',)",1.0,"('12254_174',)"
"('10198_119',)","('192.168.220.51',)",1.0,"('10198_119',)"
"('12308_151',)","('192.168.220.42',)",1.0,"('12308_151',)"
"('12323_179',)","('192.168.220.47',)",1.0,"('12323_179',)"
"('12335_218',)","('192.168.220.47',)",0.6666666666666666,"('12335_218',)"
"('10946_195',)","('192.168.210.56',)",1.0,"('10946_195',)"
"('10668_102',)","('192.168.210.53',)",1.0,"('10668_102',)"
"('10138_12',)","('192.168.220.47',)",1.0,"('10138_12',)"
"('12503_102',)","('192.168.220.47',)",0.6666666666666666,"('12503_102',)"
"('12541_170',)","('192.168.210.48',)",1.0,"('12541_170',)"
"('10138_19',)","('192.168.220.42',)",1.0,"('10138_19',)"
"('12565_94',)","('192.168.220.46',)",1.0,"('12565_94',)"
"('11869_83',)","('192.168.220.51',)",1.0,"('11869_83',)"
"('11340_75',)","('192.168.210.53',)",1.0,"('11340_75',)"
"('12719_113',)","('192.168.220.47',)",1.0,"('12719_113',)"
"('12721_180',)","('192.168.210.53',)",1.0,"('12721_180',)"
"('12872_200',)","('192.168.210.47',)",1.0,"('12872_200',)"
"('11177_99',)","('192.168.220.47',)",1.0,"('11177_99',)"
"('12937_176',)","('192.168.220.42',)",1.0,"('12937_176',)"
"('12947_98',)","('192.168.220.42',)",1.0,"('12947_98',)"
"('11667_60',)","('192.168.210.47',)",1.0,"('11667_60',)"
"('192.168.210.22',)","('192.168.220.51',)",1.0,"('192.168.210.22',)"
"('192.168.210.31',)","('192.168.220.51',)",1.0,"('192.168.210.31',)"
"('192.168.210.139',)","('192.168.220.51',)",1.0,"('192.168.210.139',)"
"('192.168.210.184',)","('192.168.220.51',)",1.0,"('192.168.210.184',)"
"('192.168.210.193',)","('192.168.220.51',)",1.0,"('192.168.210.193',)"
"('192.168.210.220',)","('192.168.220.51',)",1.0,"('192.168.210.220',)"
"('192.168.210.238',)","('192.168.220.51',)",1.0,"('192.168.210.238',)"
"('192.168.210.247',)","('192.168.220.51',)",1.0,"('192.168.210.247',)"
"('192.168.210.73',)","('192.168.220.51',)",1.0,"('192.168.210.73',)"
"('192.168.210.124',)","('192.168.220.51',)",1.0,"('192.168.210.124',)"
"('192.168.210.185',)","('192.168.220.51',)",1.0,"('192.168.210.185',)"
"('192.168.210.245',)","('192.168.220.51',)",1.0,"('192.168.210.245',)"
"('192.168.210.38',)","('192.168.220.51',)",1.0,"('192.168.210.38',)"
"('192.168.210.100',)","('192.168.220.51',)",1.0,"('192.168.210.100',)"
"('192.168.210.155',)","('192.168.220.51',)",1.0,"('192.168.210.155',)"
"('192.168.210.209',)","('192.168.220.51',)",1.0,"('192.168.210.209',)"
"('192.168.210.230',)","('192.168.220.51',)",1.0,"('192.168.210.230',)"
"('192.168.210.252',)","('192.168.220.51',)",1.0,"('192.168.210.252',)"
"('13000_196',)","('192.168.220.51',)",1.0,"('13000_196',)"
"('192.168.210.39',)","('192.168.220.51',)",1.0,"('192.168.210.39',)"
"('192.168.210.74',)","('192.168.220.51',)",1.0,"('192.168.210.74',)"
"('192.168.210.87',)","('192.168.220.51',)",1.0,"('192.168.210.87',)"
"('192.168.210.126',)","('192.168.220.51',)",1.0,"('192.168.210.126',)"
"('192.168.210.163',)","('192.168.220.51',)",1.0,"('192.168.210.163',)"
"('192.168.210.177',)","('192.168.220.51',)",1.0,"('192.168.210.177',)"
"('192.168.210.190',)","('192.168.220.51',)",1.0,"('192.168.210.190',)"
"('192.168.210.33',)","('192.168.220.51',)",1.0,"('192.168.210.33',)"
"('192.168.210.64',)","('192.168.220.51',)",1.0,"('192.168.210.64',)"
"('192.168.210.172',)","('192.168.220.51',)",1.0,"('192.168.210.172',)"
"('192.168.210.188',)","('192.168.220.51',)",1.0,"('192.168.210.188',)"
"('192.168.210.213',)","('192.168.220.51',)",1.0,"('192.168.210.213',)"
"('192.168.210.227',)","('192.168.220.51',)",1.0,"('192.168.210.227',)"
"('192.168.210.240',)","('192.168.220.51',)",1.0,"('192.168.210.240',)"
"('192.168.210.254',)","('192.168.220.51',)",1.0,"('192.168.210.254',)"
"('192.168.210.12',)","('192.168.220.51',)",1.0,"('192.168.210.12',)"
"('192.168.210.30',)","('192.168.220.51',)",1.0,"('192.168.210.30',)"
"('192.168.210.156',)","('192.168.220.51',)",1.0,"('192.168.210.156',)"
"('192.168.210.234',)","('192.168.220.51',)",1.0,"('192.168.210.234',)"
"('192.168.210.42',)","('192.168.220.51',)",1.0,"('192.168.210.42',)"
"('192.168.210.200',)","('192.168.220.51',)",1.0,"('192.168.210.200',)"
"('192.168.210.242',)","('192.168.220.51',)",1.0,"('192.168.210.242',)"
"('192.168.210.161',)","('192.168.220.51',)",1.0,"('192.168.210.161',)"
"('192.168.210.214',)","('192.168.220.51',)",1.0,"('192.168.210.214',)"
"('192.168.210.68',)","('192.168.220.51',)",1.0,"('192.168.210.68',)"
"('192.168.210.89',)","('192.168.220.51',)",1.0,"('192.168.210.89',)"
"('192.168.210.199',)","('192.168.220.51',)",1.0,"('192.168.210.199',)"
"('192.168.210.244',)","('192.168.220.51',)",1.0,"('192.168.210.244',)"
"('192.168.210.72',)","('192.168.220.51',)",1.0,"('192.168.210.72',)"
"('192.168.210.136',)","('192.168.220.51',)",1.0,"('192.168.210.136',)"
"('192.168.210.194',)","('192.168.220.51',)",1.0,"('192.168.210.194',)"
"('192.168.210.249',)","('192.168.220.51',)",1.0,"('192.168.210.249',)"
"('192.168.210.24',)","('192.168.220.51',)",1.0,"('192.168.210.24',)"
"('192.168.210.162',)","('192.168.220.51',)",1.0,"('192.168.210.162',)"
"('192.168.210.204',)","('192.168.220.51',)",1.0,"('192.168.210.204',)"
"('192.168.210.207',)","('192.168.220.51',)",1.0,"('192.168.210.207',)"
"('192.168.210.210',)","('192.168.220.51',)",1.0,"('192.168.210.210',)"
"('192.168.210.219',)","('192.168.220.51',)",1.0,"('192.168.210.219',)"
"('192.168.210.43',)","('192.168.220.51',)",1.0,"('192.168.210.43',)"
"('192.168.210.246',)","('192.168.220.51',)",1.0,"('192.168.210.246',)"
"('192.168.210.237',)","('192.168.220.51',)",1.0,"('192.168.210.237',)"
